number of packets,P(Xk(A)=n),P(Xk(A)<n),E(Xk(A)),P(Zn(A)=k),P(Zn(A)<=k)
1428,0.999548,0.000452,19.999548,3.00E-06,0.99955
1429,0.999551,0.000449,19.999551,3.00E-06,0.999553
1430,0.999554,0.000446,19.999554,3.00E-06,0.999556
1431,0.999558,0.000442,19.999558,3.00E-06,0.999559
1432,0.999561,0.000439,19.999561,3.00E-06,0.999562
1433,0.999564,0.000436,19.999564,3.00E-06,0.999565
1434,0.999568,0.000432,19.999567,3.00E-06,0.999568
1435,0.999571,0.000429,19.999571,3.00E-06,0.999571
1436,0.999574,0.000426,19.999574,3.00E-06,0.999574
1437,0.999577,0.000423,19.999577,3.00E-06,0.999577
1438,0.99958,0.00042,19.99958,3.00E-06,0.99958
1439,0.999583,0.000417,19.999583,3.00E-06,0.999583
1440,0.999587,0.000413,19.999586,3.00E-06,0.999586
1441,0.99959,0.00041,19.99959,3.00E-06,0.999589
1442,0.999593,0.000407,19.999593,3.00E-06,0.999592
1443,0.999596,0.000404,19.999596,3.00E-06,0.999595
1444,0.999599,0.000401,19.999599,3.00E-06,0.999598
1445,0.999602,0.000398,19.999602,3.00E-06,0.999601
1446,0.999605,0.000395,19.999605,3.00E-06,0.999604
1447,0.999608,0.000392,19.999608,3.00E-06,0.999607
1448,0.999611,0.000389,19.999611,3.00E-06,0.99961
1449,0.999614,0.000386,19.999613,3.00E-06,0.999613
1450,0.999616,0.000384,19.999616,3.00E-06,0.999616
1451,0.999619,0.000381,19.999619,3.00E-06,0.999619
1452,0.999622,0.000378,19.999622,3.00E-06,0.999622
1453,0.999625,0.000375,19.999625,3.00E-06,0.999625
1454,0.999628,0.000372,19.999628,3.00E-06,0.999628
1455,0.999631,0.000369,19.99963,3.00E-06,0.999631
1456,0.999633,0.000367,19.999633,3.00E-06,0.999634
1457,0.999636,0.000364,19.999636,3.00E-06,0.999637
1458,0.999639,0.000361,19.999639,3.00E-06,0.99964
1459,0.999641,0.000359,19.999641,3.00E-06,0.999643
1460,0.999644,0.000356,19.999644,3.00E-06,0.999646
1461,0.999647,0.000353,19.999647,3.00E-06,0.999649
1462,0.999649,0.000351,19.999649,3.00E-06,0.999652
1463,0.999652,0.000348,19.999652,3.00E-06,0.999655
1464,0.999655,0.000345,19.999655,3.00E-06,0.999658
1465,0.999657,0.000343,19.999657,3.00E-06,0.999661
1466,0.99966,0.00034,19.99966,3.00E-06,0.999664
1467,0.999662,0.000338,19.999662,3.00E-06,0.999667
1468,0.999665,0.000335,19.999665,3.00E-06,0.99967
1469,0.999667,0.000333,19.999667,3.00E-06,0.999673
1470,0.99967,0.00033,19.99967,2.00E-06,0.999675
1471,0.999672,0.000328,19.999672,2.00E-06,0.999677
1472,0.999675,0.000325,19.999675,2.00E-06,0.999679
1473,0.999677,0.000323,19.999677,2.00E-06,0.999681
1474,0.99968,0.00032,19.999679,2.00E-06,0.999683
1475,0.999682,0.000318,19.999682,2.00E-06,0.999685
1476,0.999684,0.000316,19.999684,2.00E-06,0.999687
1477,0.999687,0.000313,19.999687,2.00E-06,0.999689
1478,0.999689,0.000311,19.999689,2.00E-06,0.999691
1479,0.999691,0.000309,19.999691,2.00E-06,0.999693
1480,0.999694,0.000306,19.999694,2.00E-06,0.999695
1481,0.999696,0.000304,19.999696,2.00E-06,0.999697
1482,0.999698,0.000302,19.999698,2.00E-06,0.999699
1483,0.9997,0.0003,19.9997,2.00E-06,0.999701
1484,0.999703,0.000297,19.999703,2.00E-06,0.999703
1485,0.999705,0.000295,19.999705,2.00E-06,0.999705
1486,0.999707,0.000293,19.999707,2.00E-06,0.999707
1487,0.999709,0.000291,19.999709,2.00E-06,0.999709
1488,0.999711,0.000289,19.999711,2.00E-06,0.999711
1489,0.999714,0.000286,19.999714,2.00E-06,0.999713
1490,0.999716,0.000284,19.999716,2.00E-06,0.999715
1491,0.999718,0.000282,19.999718,2.00E-06,0.999717
1492,0.99972,0.00028,19.99972,2.00E-06,0.999719
1493,0.999722,0.000278,19.999722,2.00E-06,0.999721
1494,0.999724,0.000276,19.999724,2.00E-06,0.999723
1495,0.999726,0.000274,19.999726,2.00E-06,0.999725
1496,0.999728,0.000272,19.999728,2.00E-06,0.999727
1497,0.99973,0.00027,19.99973,2.00E-06,0.999729
1498,0.999732,0.000268,19.999732,2.00E-06,0.999731
1499,0.999734,0.000266,19.999734,2.00E-06,0.999733
1500,0.999736,0.000264,19.999736,2.00E-06,0.999735
1501,0.999738,0.000262,19.999738,2.00E-06,0.999737
1502,0.99974,0.00026,19.99974,2.00E-06,0.999739
1503,0.999742,0.000258,19.999742,2.00E-06,0.999741
1504,0.999744,0.000256,19.999744,2.00E-06,0.999743
1505,0.999746,0.000254,19.999746,2.00E-06,0.999745
1506,0.999748,0.000252,19.999748,2.00E-06,0.999747
1507,0.99975,0.00025,19.99975,2.00E-06,0.999749
1508,0.999752,0.000248,19.999752,2.00E-06,0.999751
1509,0.999753,0.000247,19.999753,2.00E-06,0.999753
1510,0.999755,0.000245,19.999755,2.00E-06,0.999755
1511,0.999757,0.000243,19.999757,2.00E-06,0.999757
1512,0.999759,0.000241,19.999759,2.00E-06,0.999759
1513,0.999761,0.000239,19.999761,2.00E-06,0.999761
1514,0.999762,0.000238,19.999762,2.00E-06,0.999763
1515,0.999764,0.000236,19.999764,2.00E-06,0.999765
1516,0.999766,0.000234,19.999766,2.00E-06,0.999767
1517,0.999768,0.000232,19.999768,2.00E-06,0.999769
1518,0.999769,0.000231,19.999769,2.00E-06,0.999771
1519,0.999771,0.000229,19.999771,2.00E-06,0.999773
1520,0.999773,0.000227,19.999773,2.00E-06,0.999775
1521,0.999775,0.000225,19.999775,2.00E-06,0.999777
1522,0.999776,0.000224,19.999776,2.00E-06,0.999779
1523,0.999778,0.000222,19.999778,2.00E-06,0.999781
1524,0.99978,0.00022,19.99978,2.00E-06,0.999783
1525,0.999781,0.000219,19.999781,2.00E-06,0.999785
1526,0.999783,0.000217,19.999783,2.00E-06,0.999787
1527,0.999785,0.000215,19.999784,2.00E-06,0.999789
1528,0.999786,0.000214,19.999786,2.00E-06,0.999791
1529,0.999788,0.000212,19.999788,2.00E-06,0.999793
1530,0.999789,0.000211,19.999789,2.00E-06,0.999795
1531,0.999791,0.000209,19.999791,2.00E-06,0.999797
1532,0.999792,0.000208,19.999792,2.00E-06,0.999799
1533,0.999794,0.000206,19.999794,2.00E-06,0.999801
1534,0.999796,0.000204,19.999796,2.00E-06,0.999803
1535,0.999797,0.000203,19.999797,2.00E-06,0.999805
1536,0.999799,0.000201,19.999799,2.00E-06,0.999807
1537,0.9998,0.0002,19.9998,2.00E-06,0.999809
1538,0.999802,0.000198,19.999802,1.00E-06,0.99981
1539,0.999803,0.000197,19.999803,1.00E-06,0.999811
1540,0.999805,0.000195,19.999804,1.00E-06,0.999812
1541,0.999806,0.000194,19.999806,1.00E-06,0.999813
1542,0.999807,0.000193,19.999807,1.00E-06,0.999814
1543,0.999809,0.000191,19.999809,1.00E-06,0.999815
1544,0.99981,0.00019,19.99981,1.00E-06,0.999816
1545,0.999812,0.000188,19.999812,1.00E-06,0.999817
1546,0.999813,0.000187,19.999813,1.00E-06,0.999818
1547,0.999814,0.000186,19.999814,1.00E-06,0.999819
1548,0.999816,0.000184,19.999816,1.00E-06,0.99982
1549,0.999817,0.000183,19.999817,1.00E-06,0.999821
1550,0.999819,0.000181,19.999819,1.00E-06,0.999822
1551,0.99982,0.00018,19.99982,1.00E-06,0.999823
1552,0.999821,0.000179,19.999821,1.00E-06,0.999824
1553,0.999823,0.000177,19.999823,1.00E-06,0.999825
1554,0.999824,0.000176,19.999824,1.00E-06,0.999826
1555,0.999825,0.000175,19.999825,1.00E-06,0.999827
1556,0.999827,0.000173,19.999827,1.00E-06,0.999828
1557,0.999828,0.000172,19.999828,1.00E-06,0.999829
1558,0.999829,0.000171,19.999829,1.00E-06,0.99983
1559,0.99983,0.00017,19.99983,1.00E-06,0.999831
1560,0.999832,0.000168,19.999832,1.00E-06,0.999832
1561,0.999833,0.000167,19.999833,1.00E-06,0.999833
1562,0.999834,0.000166,19.999834,1.00E-06,0.999834
1563,0.999835,0.000165,19.999835,1.00E-06,0.999835
1564,0.999837,0.000163,19.999837,1.00E-06,0.999836
1565,0.999838,0.000162,19.999838,1.00E-06,0.999837
1566,0.999839,0.000161,19.999839,1.00E-06,0.999838
1567,0.99984,0.00016,19.99984,1.00E-06,0.999839
1568,0.999841,0.000159,19.999841,1.00E-06,0.99984
1569,0.999843,0.000157,19.999843,1.00E-06,0.999841
1570,0.999844,0.000156,19.999844,1.00E-06,0.999842
1571,0.999845,0.000155,19.999845,1.00E-06,0.999843
1572,0.999846,0.000154,19.999846,1.00E-06,0.999844
1573,0.999847,0.000153,19.999847,1.00E-06,0.999845
1574,0.999848,0.000152,19.999848,1.00E-06,0.999846
1575,0.99985,0.00015,19.99985,1.00E-06,0.999847
1576,0.999851,0.000149,19.999851,1.00E-06,0.999848
1577,0.999852,0.000148,19.999852,1.00E-06,0.999849
1578,0.999853,0.000147,19.999853,1.00E-06,0.99985
1579,0.999854,0.000146,19.999854,1.00E-06,0.999851
1580,0.999855,0.000145,19.999855,1.00E-06,0.999852
1581,0.999856,0.000144,19.999856,1.00E-06,0.999853
1582,0.999857,0.000143,19.999857,1.00E-06,0.999854
1583,0.999858,0.000142,19.999858,1.00E-06,0.999855
1584,0.999859,0.000141,19.999859,1.00E-06,0.999856
1585,0.99986,0.00014,19.99986,1.00E-06,0.999857
1586,0.999861,0.000139,19.999861,1.00E-06,0.999858
1587,0.999863,0.000137,19.999863,1.00E-06,0.999859
1588,0.999864,0.000136,19.999864,1.00E-06,0.99986
1589,0.999865,0.000135,19.999865,1.00E-06,0.999861
1590,0.999866,0.000134,19.999866,1.00E-06,0.999862
1591,0.999867,0.000133,19.999867,1.00E-06,0.999863
1592,0.999868,0.000132,19.999868,1.00E-06,0.999864
1593,0.999869,0.000131,19.999869,1.00E-06,0.999865
1594,0.99987,0.00013,19.99987,1.00E-06,0.999866
1595,0.999871,0.000129,19.999871,1.00E-06,0.999867
1596,0.999871,0.000129,19.999871,1.00E-06,0.999868
1597,0.999872,0.000128,19.999872,1.00E-06,0.999869
1598,0.999873,0.000127,19.999873,1.00E-06,0.99987
1599,0.999874,0.000126,19.999874,1.00E-06,0.999871
1600,0.999875,0.000125,19.999875,1.00E-06,0.999872
1601,0.999876,0.000124,19.999876,1.00E-06,0.999873
1602,0.999877,0.000123,19.999877,1.00E-06,0.999874
1603,0.999878,0.000122,19.999878,1.00E-06,0.999875
1604,0.999879,0.000121,19.999879,1.00E-06,0.999876
1605,0.99988,0.00012,19.99988,1.00E-06,0.999877
1606,0.999881,0.000119,19.999881,1.00E-06,0.999878
1607,0.999882,0.000118,19.999882,1.00E-06,0.999879
1608,0.999883,0.000117,19.999883,1.00E-06,0.99988
1609,0.999883,0.000117,19.999883,1.00E-06,0.999881
1610,0.999884,0.000116,19.999884,1.00E-06,0.999882
1611,0.999885,0.000115,19.999885,1.00E-06,0.999883
1612,0.999886,0.000114,19.999886,1.00E-06,0.999884
1613,0.999887,0.000113,19.999887,1.00E-06,0.999885
1614,0.999888,0.000112,19.999888,1.00E-06,0.999886
1615,0.999889,0.000111,19.999889,1.00E-06,0.999887
1616,0.999889,0.000111,19.999889,1.00E-06,0.999888
1617,0.99989,0.00011,19.99989,1.00E-06,0.999889
1618,0.999891,0.000109,19.999891,1.00E-06,0.99989
1619,0.999892,0.000108,19.999892,1.00E-06,0.999891
1620,0.999893,0.000107,19.999893,1.00E-06,0.999892
1621,0.999893,0.000107,19.999893,1.00E-06,0.999893
1622,0.999894,0.000106,19.999894,1.00E-06,0.999894
1623,0.999895,0.000105,19.999895,1.00E-06,0.999895
1624,0.999896,0.000104,19.999896,1.00E-06,0.999896
1625,0.999897,0.000103,19.999897,1.00E-06,0.999897
1626,0.999897,0.000103,19.999897,1.00E-06,0.999898
1627,0.999898,0.000102,19.999898,1.00E-06,0.999899
1628,0.999899,0.000101,19.999899,1.00E-06,0.9999
1629,0.9999,0.0001,19.9999,1.00E-06,0.999901
1630,0.9999,0.0001,19.9999,1.00E-06,0.999902
1631,0.999901,9.90E-05,19.999901,1.00E-06,0.999903
1632,0.999902,9.80E-05,19.999902,1.00E-06,0.999904
1633,0.999903,9.70E-05,19.999903,1.00E-06,0.999905
1634,0.999903,9.70E-05,19.999903,1.00E-06,0.999906
1635,0.999904,9.60E-05,19.999904,1.00E-06,0.999907
1636,0.999905,9.50E-05,19.999905,1.00E-06,0.999908
1637,0.999905,9.50E-05,19.999905,1.00E-06,0.999909
1638,0.999906,9.40E-05,19.999906,1.00E-06,0.99991
1639,0.999907,9.30E-05,19.999907,1.00E-06,0.999911
1640,0.999908,9.20E-05,19.999908,1.00E-06,0.999912
1641,0.999908,9.20E-05,19.999908,1.00E-06,0.999913
1642,0.999909,9.10E-05,19.999909,1.00E-06,0.999914
1643,0.99991,9.00E-05,19.99991,1.00E-06,0.999915
1644,0.99991,9.00E-05,19.99991,1.00E-06,0.999916
1645,0.999911,8.90E-05,19.999911,1.00E-06,0.999917
1646,0.999912,8.80E-05,19.999912,1.00E-06,0.999918
1647,0.999912,8.80E-05,19.999912,1.00E-06,0.999919
1648,0.999913,8.70E-05,19.999913,1.00E-06,0.99992
1649,0.999914,8.60E-05,19.999914,1.00E-06,0.999921
1650,0.999914,8.60E-05,19.999914,1.00E-06,0.999922
1651,0.999915,8.50E-05,19.999915,1.00E-06,0.999923
1652,0.999916,8.40E-05,19.999916,1.00E-06,0.999924
1653,0.999916,8.40E-05,19.999916,1.00E-06,0.999925
1654,0.999917,8.30E-05,19.999917,1.00E-06,0.999926
1655,0.999917,8.30E-05,19.999917,1.00E-06,0.999927
1656,0.999918,8.20E-05,19.999918,1.00E-06,0.999928
1657,0.999919,8.10E-05,19.999919,1.00E-06,0.999929
1658,0.999919,8.10E-05,19.999919,1.00E-06,0.99993
1659,0.99992,8.00E-05,19.99992,1.00E-06,0.999931
1660,0.99992,8.00E-05,19.99992,1.00E-06,0.999932
1661,0.999921,7.90E-05,19.999921,1.00E-06,0.999933
1662,0.999922,7.80E-05,19.999922,1.00E-06,0.999934
1663,0.999922,7.80E-05,19.999922,1.00E-06,0.999935
1664,0.999923,7.70E-05,19.999923,1.00E-06,0.999936
1665,0.999923,7.70E-05,19.999923,1.00E-06,0.999937
1666,0.999924,7.60E-05,19.999924,1.00E-06,0.999938
1667,0.999924,7.60E-05,19.999924,1.00E-06,0.999939
1668,0.999925,7.50E-05,19.999925,1.00E-06,0.99994
1669,0.999926,7.40E-05,19.999926,1.00E-06,0.999941
1670,0.999926,7.40E-05,19.999926,1.00E-06,0.999942
1671,0.999927,7.30E-05,19.999927,1.00E-06,0.999943
1672,0.999927,7.30E-05,19.999927,1.00E-06,0.999944
1673,0.999928,7.20E-05,19.999928,1.00E-06,0.999945
1674,0.999928,7.20E-05,19.999928,1.00E-06,0.999946
1675,0.999929,7.10E-05,19.999929,1.00E-06,0.999947
1676,0.999929,7.10E-05,19.999929,1.00E-06,0.999948
1677,0.99993,7.00E-05,19.99993,1.00E-06,0.999949
1678,0.99993,7.00E-05,19.99993,1.00E-06,0.99995
1679,0.999931,6.90E-05,19.999931,1.00E-06,0.999951
1680,0.999931,6.90E-05,19.999931,1.00E-06,0.999952
1681,0.999932,6.80E-05,19.999932,1.00E-06,0.999953
1682,0.999933,6.70E-05,19.999933,1.00E-06,0.999954
1683,0.999933,6.70E-05,19.999933,1.00E-06,0.999955
1684,0.999934,6.60E-05,19.999934,0,0.999955
1685,0.999934,6.60E-05,19.999934,0,0.999955
1686,0.999935,6.50E-05,19.999935,0,0.999955
1687,0.999935,6.50E-05,19.999935,0,0.999955
1688,0.999935,6.50E-05,19.999935,0,0.999955
1689,0.999936,6.40E-05,19.999936,0,0.999955
1690,0.999936,6.40E-05,19.999936,0,0.999955
1691,0.999937,6.30E-05,19.999937,0,0.999955
1692,0.999937,6.30E-05,19.999937,0,0.999955
1693,0.999938,6.20E-05,19.999938,0,0.999955
1694,0.999938,6.20E-05,19.999938,0,0.999955
1695,0.999939,6.10E-05,19.999939,0,0.999955
1696,0.999939,6.10E-05,19.999939,0,0.999955
1697,0.99994,6.00E-05,19.99994,0,0.999955
1698,0.99994,6.00E-05,19.99994,0,0.999955
1699,0.999941,5.90E-05,19.999941,0,0.999955
1700,0.999941,5.90E-05,19.999941,0,0.999955
1701,0.999941,5.90E-05,19.999941,0,0.999955
1702,0.999942,5.80E-05,19.999942,0,0.999955
1703,0.999942,5.80E-05,19.999942,0,0.999955
1704,0.999943,5.70E-05,19.999943,0,0.999955
1705,0.999943,5.70E-05,19.999943,0,0.999955
1706,0.999944,5.60E-05,19.999944,0,0.999955
1707,0.999944,5.60E-05,19.999944,0,0.999955
1708,0.999944,5.60E-05,19.999944,0,0.999955
1709,0.999945,5.50E-05,19.999945,0,0.999955
1710,0.999945,5.50E-05,19.999945,0,0.999955
1711,0.999946,5.40E-05,19.999946,0,0.999955
1712,0.999946,5.40E-05,19.999946,0,0.999955
1713,0.999946,5.40E-05,19.999946,0,0.999955
1714,0.999947,5.30E-05,19.999947,0,0.999955
1715,0.999947,5.30E-05,19.999947,0,0.999955
1716,0.999948,5.20E-05,19.999948,0,0.999955
1717,0.999948,5.20E-05,19.999948,0,0.999955
1718,0.999948,5.20E-05,19.999948,0,0.999955
1719,0.999949,5.10E-05,19.999949,0,0.999955
1720,0.999949,5.10E-05,19.999949,0,0.999955
1721,0.99995,5.00E-05,19.99995,0,0.999955
1722,0.99995,5.00E-05,19.99995,0,0.999955
1723,0.99995,5.00E-05,19.99995,0,0.999955
1724,0.999951,4.90E-05,19.999951,0,0.999955
1725,0.999951,4.90E-05,19.999951,0,0.999955
1726,0.999951,4.90E-05,19.999951,0,0.999955
1727,0.999952,4.80E-05,19.999952,0,0.999955
1728,0.999952,4.80E-05,19.999952,0,0.999955
1729,0.999953,4.70E-05,19.999953,0,0.999955
1730,0.999953,4.70E-05,19.999953,0,0.999955
1731,0.999953,4.70E-05,19.999953,0,0.999955
1732,0.999954,4.60E-05,19.999954,0,0.999955
1733,0.999954,4.60E-05,19.999954,0,0.999955
1734,0.999954,4.60E-05,19.999954,0,0.999955
1735,0.999955,4.50E-05,19.999955,0,0.999955
1736,0.999955,4.50E-05,19.999955,0,0.999955
1737,0.999955,4.50E-05,19.999955,0,0.999955
1738,0.999956,4.40E-05,19.999956,0,0.999955
1739,0.999956,4.40E-05,19.999956,0,0.999955
1740,0.999956,4.40E-05,19.999956,0,0.999955
1741,0.999957,4.30E-05,19.999957,0,0.999955
1742,0.999957,4.30E-05,19.999957,0,0.999955
1743,0.999957,4.30E-05,19.999957,0,0.999955
1744,0.999958,4.20E-05,19.999958,0,0.999955
1745,0.999958,4.20E-05,19.999958,0,0.999955
1746,0.999958,4.20E-05,19.999958,0,0.999955
1747,0.999959,4.10E-05,19.999959,0,0.999955
1748,0.999959,4.10E-05,19.999959,0,0.999955
1749,0.999959,4.10E-05,19.999959,0,0.999955
1750,0.999959,4.10E-05,19.999959,0,0.999955
1751,0.99996,4.00E-05,19.99996,0,0.999955
1752,0.99996,4.00E-05,19.99996,0,0.999955
1753,0.99996,4.00E-05,19.99996,0,0.999955
1754,0.999961,3.90E-05,19.999961,0,0.999955
1755,0.999961,3.90E-05,19.999961,0,0.999955
1756,0.999961,3.90E-05,19.999961,0,0.999955
1757,0.999962,3.80E-05,19.999962,0,0.999955
1758,0.999962,3.80E-05,19.999962,0,0.999955
1759,0.999962,3.80E-05,19.999962,0,0.999955
1760,0.999962,3.80E-05,19.999962,0,0.999955
1761,0.999963,3.70E-05,19.999963,0,0.999955
1762,0.999963,3.70E-05,19.999963,0,0.999955
1763,0.999963,3.70E-05,19.999963,0,0.999955
1764,0.999963,3.70E-05,19.999963,0,0.999955
1765,0.999964,3.60E-05,19.999964,0,0.999955
1766,0.999964,3.60E-05,19.999964,0,0.999955
1767,0.999964,3.60E-05,19.999964,0,0.999955
1768,0.999965,3.50E-05,19.999965,0,0.999955
1769,0.999965,3.50E-05,19.999965,0,0.999955
1770,0.999965,3.50E-05,19.999965,0,0.999955
1771,0.999965,3.50E-05,19.999965,0,0.999955
1772,0.999966,3.40E-05,19.999966,0,0.999955
1773,0.999966,3.40E-05,19.999966,0,0.999955
1774,0.999966,3.40E-05,19.999966,0,0.999955
1775,0.999966,3.40E-05,19.999966,0,0.999955
1776,0.999967,3.30E-05,19.999967,0,0.999955
1777,0.999967,3.30E-05,19.999967,0,0.999955
1778,0.999967,3.30E-05,19.999967,0,0.999955
1779,0.999967,3.30E-05,19.999967,0,0.999955
1780,0.999968,3.20E-05,19.999968,0,0.999955
1781,0.999968,3.20E-05,19.999968,0,0.999955
1782,0.999968,3.20E-05,19.999968,0,0.999955
1783,0.999968,3.20E-05,19.999968,0,0.999955
1784,0.999969,3.10E-05,19.999969,0,0.999955
1785,0.999969,3.10E-05,19.999969,0,0.999955
1786,0.999969,3.10E-05,19.999969,0,0.999955
1787,0.999969,3.10E-05,19.999969,0,0.999955
1788,0.999969,3.10E-05,19.999969,0,0.999955
1789,0.99997,3.00E-05,19.99997,0,0.999955
1790,0.99997,3.00E-05,19.99997,0,0.999955
1791,0.99997,3.00E-05,19.99997,0,0.999955
1792,0.99997,3.00E-05,19.99997,0,0.999955
1793,0.999971,2.90E-05,19.999971,0,0.999955
1794,0.999971,2.90E-05,19.999971,0,0.999955
1795,0.999971,2.90E-05,19.999971,0,0.999955
1796,0.999971,2.90E-05,19.999971,0,0.999955
1797,0.999971,2.90E-05,19.999971,0,0.999955
1798,0.999972,2.80E-05,19.999972,0,0.999955
1799,0.999972,2.80E-05,19.999972,0,0.999955
1800,0.999972,2.80E-05,19.999972,0,0.999955
1801,0.999972,2.80E-05,19.999972,0,0.999955
1802,0.999973,2.70E-05,19.999973,0,0.999955
1803,0.999973,2.70E-05,19.999973,0,0.999955
1804,0.999973,2.70E-05,19.999973,0,0.999955
1805,0.999973,2.70E-05,19.999973,0,0.999955
1806,0.999973,2.70E-05,19.999973,0,0.999955
1807,0.999974,2.60E-05,19.999974,0,0.999955
1808,0.999974,2.60E-05,19.999974,0,0.999955
1809,0.999974,2.60E-05,19.999974,0,0.999955
1810,0.999974,2.60E-05,19.999974,0,0.999955
1811,0.999974,2.60E-05,19.999974,0,0.999955
1812,0.999975,2.50E-05,19.999975,0,0.999955
1813,0.999975,2.50E-05,19.999975,0,0.999955
1814,0.999975,2.50E-05,19.999975,0,0.999955
1815,0.999975,2.50E-05,19.999975,0,0.999955
1816,0.999975,2.50E-05,19.999975,0,0.999955
1817,0.999975,2.50E-05,19.999975,0,0.999955
1818,0.999976,2.40E-05,19.999976,0,0.999955
1819,0.999976,2.40E-05,19.999976,0,0.999955
1820,0.999976,2.40E-05,19.999976,0,0.999955
1821,0.999976,2.40E-05,19.999976,0,0.999955
1822,0.999976,2.40E-05,19.999976,0,0.999955
1823,0.999977,2.30E-05,19.999977,0,0.999955
1824,0.999977,2.30E-05,19.999977,0,0.999955
1825,0.999977,2.30E-05,19.999977,0,0.999955
1826,0.999977,2.30E-05,19.999977,0,0.999955
1827,0.999977,2.30E-05,19.999977,0,0.999955
1828,0.999977,2.30E-05,19.999977,0,0.999955
1829,0.999978,2.20E-05,19.999978,0,0.999955
1830,0.999978,2.20E-05,19.999978,0,0.999955
1831,0.999978,2.20E-05,19.999978,0,0.999955
1832,0.999978,2.20E-05,19.999978,0,0.999955
1833,0.999978,2.20E-05,19.999978,0,0.999955
1834,0.999978,2.20E-05,19.999978,0,0.999955
1835,0.999979,2.10E-05,19.999979,0,0.999955
1836,0.999979,2.10E-05,19.999979,0,0.999955
1837,0.999979,2.10E-05,19.999979,0,0.999955
1838,0.999979,2.10E-05,19.999979,0,0.999955
1839,0.999979,2.10E-05,19.999979,0,0.999955
1840,0.999979,2.10E-05,19.999979,0,0.999955
1841,0.999979,2.10E-05,19.999979,0,0.999955
1842,0.99998,2.00E-05,19.99998,0,0.999955
1843,0.99998,2.00E-05,19.99998,0,0.999955
1844,0.99998,2.00E-05,19.99998,0,0.999955
1845,0.99998,2.00E-05,19.99998,0,0.999955
1846,0.99998,2.00E-05,19.99998,0,0.999955
1847,0.99998,2.00E-05,19.99998,0,0.999955
1848,0.999981,1.90E-05,19.999981,0,0.999955
1849,0.999981,1.90E-05,19.999981,0,0.999955
1850,0.999981,1.90E-05,19.999981,0,0.999955
1851,0.999981,1.90E-05,19.999981,0,0.999955
1852,0.999981,1.90E-05,19.999981,0,0.999955
1853,0.999981,1.90E-05,19.999981,0,0.999955
1854,0.999981,1.90E-05,19.999981,0,0.999955
1855,0.999982,1.80E-05,19.999982,0,0.999955
1856,0.999982,1.80E-05,19.999982,0,0.999955
1857,0.999982,1.80E-05,19.999982,0,0.999955
1858,0.999982,1.80E-05,19.999982,0,0.999955
1859,0.999982,1.80E-05,19.999982,0,0.999955
1860,0.999982,1.80E-05,19.999982,0,0.999955
1861,0.999982,1.80E-05,19.999982,0,0.999955
1862,0.999982,1.80E-05,19.999982,0,0.999955
1863,0.999983,1.70E-05,19.999983,0,0.999955
1864,0.999983,1.70E-05,19.999983,0,0.999955
1865,0.999983,1.70E-05,19.999983,0,0.999955
1866,0.999983,1.70E-05,19.999983,0,0.999955
1867,0.999983,1.70E-05,19.999983,0,0.999955
1868,0.999983,1.70E-05,19.999983,0,0.999955
1869,0.999983,1.70E-05,19.999983,0,0.999955
1870,0.999983,1.70E-05,19.999983,0,0.999955
1871,0.999984,1.60E-05,19.999984,0,0.999955
1872,0.999984,1.60E-05,19.999984,0,0.999955
1873,0.999984,1.60E-05,19.999984,0,0.999955
1874,0.999984,1.60E-05,19.999984,0,0.999955
1875,0.999984,1.60E-05,19.999984,0,0.999955
1876,0.999984,1.60E-05,19.999984,0,0.999955
1877,0.999984,1.60E-05,19.999984,0,0.999955
1878,0.999984,1.60E-05,19.999984,0,0.999955
1879,0.999985,1.50E-05,19.999985,0,0.999955
1880,0.999985,1.50E-05,19.999985,0,0.999955
1881,0.999985,1.50E-05,19.999985,0,0.999955
1882,0.999985,1.50E-05,19.999985,0,0.999955
1883,0.999985,1.50E-05,19.999985,0,0.999955
1884,0.999985,1.50E-05,19.999985,0,0.999955
1885,0.999985,1.50E-05,19.999985,0,0.999955
1886,0.999985,1.50E-05,19.999985,0,0.999955
1887,0.999985,1.50E-05,19.999985,0,0.999955
1888,0.999986,1.40E-05,19.999986,0,0.999955
1889,0.999986,1.40E-05,19.999986,0,0.999955
1890,0.999986,1.40E-05,19.999986,0,0.999955
1891,0.999986,1.40E-05,19.999986,0,0.999955
1892,0.999986,1.40E-05,19.999986,0,0.999955
1893,0.999986,1.40E-05,19.999986,0,0.999955
1894,0.999986,1.40E-05,19.999986,0,0.999955
1895,0.999986,1.40E-05,19.999986,0,0.999955
1896,0.999986,1.40E-05,19.999986,0,0.999955
1897,0.999987,1.30E-05,19.999987,0,0.999955
1898,0.999987,1.30E-05,19.999987,0,0.999955
1899,0.999987,1.30E-05,19.999987,0,0.999955
1900,0.999987,1.30E-05,19.999987,0,0.999955
1901,0.999987,1.30E-05,19.999987,0,0.999955
1902,0.999987,1.30E-05,19.999987,0,0.999955
1903,0.999987,1.30E-05,19.999987,0,0.999955
1904,0.999987,1.30E-05,19.999987,0,0.999955
1905,0.999987,1.30E-05,19.999987,0,0.999955
1906,0.999987,1.30E-05,19.999987,0,0.999955
1907,0.999987,1.30E-05,19.999987,0,0.999955
1908,0.999988,1.20E-05,19.999988,0,0.999955
1909,0.999988,1.20E-05,19.999988,0,0.999955
1910,0.999988,1.20E-05,19.999988,0,0.999955
