number of packets,P(Xk(A)=n),P(Xk(A)<n),E(Xk(A)),P(Zn(A)=k),P(Zn(A)<=k)
961,0.985151,0.014849,19.985046,0.000111,0.985153
962,0.985261,0.014739,19.985158,0.00011,0.985263
963,0.98537,0.01463,19.985269,0.000109,0.985372
964,0.985479,0.014521,19.985379,0.000108,0.98548
965,0.985586,0.014414,19.985488,0.000108,0.985588
966,0.985693,0.014307,19.985596,0.000107,0.985695
967,0.985799,0.014201,19.985704,0.000106,0.985801
968,0.985904,0.014096,19.98581,0.000105,0.985906
969,0.986009,0.013991,19.985916,0.000104,0.98601
970,0.986113,0.013887,19.986021,0.000104,0.986114
971,0.986216,0.013784,19.986126,0.000103,0.986217
972,0.986318,0.013682,19.986229,0.000102,0.986319
973,0.986419,0.013581,19.986332,0.000101,0.98642
974,0.98652,0.01348,19.986434,0.000101,0.986521
975,0.98662,0.01338,19.986535,0.0001,0.986621
976,0.986719,0.013281,19.986636,9.90E-05,0.98672
977,0.986818,0.013182,19.986735,9.80E-05,0.986818
978,0.986915,0.013085,19.986834,9.80E-05,0.986916
979,0.987013,0.012987,19.986933,9.70E-05,0.987013
980,0.987109,0.012891,19.98703,9.60E-05,0.987109
981,0.987204,0.012796,19.987127,9.60E-05,0.987205
982,0.987299,0.012701,19.987223,9.50E-05,0.9873
983,0.987394,0.012606,19.987318,9.40E-05,0.987394
984,0.987487,0.012513,19.987413,9.40E-05,0.987488
985,0.98758,0.01242,19.987507,9.30E-05,0.987581
986,0.987672,0.012328,19.9876,9.20E-05,0.987673
987,0.987764,0.012236,19.987693,9.10E-05,0.987764
988,0.987854,0.012146,19.987785,9.10E-05,0.987855
989,0.987944,0.012056,19.987876,9.00E-05,0.987945
990,0.988034,0.011966,19.987966,8.90E-05,0.988034
991,0.988123,0.011877,19.988056,8.90E-05,0.988123
992,0.988211,0.011789,19.988145,8.80E-05,0.988211
993,0.988298,0.011702,19.988234,8.70E-05,0.988298
994,0.988385,0.011615,19.988321,8.70E-05,0.988385
995,0.988471,0.011529,19.988409,8.60E-05,0.988471
996,0.988557,0.011443,19.988495,8.60E-05,0.988557
997,0.988642,0.011358,19.988581,8.50E-05,0.988642
998,0.988726,0.011274,19.988666,8.40E-05,0.988726
999,0.98881,0.01119,19.988751,8.40E-05,0.98881
1000,0.988893,0.011107,19.988835,8.30E-05,0.988893
1001,0.988975,0.011025,19.988918,8.20E-05,0.988975
1002,0.989057,0.010943,19.989001,8.20E-05,0.989057
1003,0.989139,0.010861,19.989083,8.10E-05,0.989138
1004,0.989219,0.010781,19.989164,8.10E-05,0.989219
1005,0.989299,0.010701,19.989245,8.00E-05,0.989299
1006,0.989379,0.010621,19.989325,7.90E-05,0.989378
1007,0.989458,0.010542,19.989405,7.90E-05,0.989457
1008,0.989536,0.010464,19.989484,7.80E-05,0.989535
1009,0.989614,0.010386,19.989563,7.80E-05,0.989613
1010,0.989691,0.010309,19.98964,7.70E-05,0.98969
1011,0.989767,0.010233,19.989718,7.70E-05,0.989767
1012,0.989843,0.010157,19.989794,7.60E-05,0.989843
1013,0.989919,0.010081,19.989871,7.50E-05,0.989918
1014,0.989994,0.010006,19.989946,7.50E-05,0.989993
1015,0.990068,0.009932,19.990021,7.40E-05,0.990067
1016,0.990142,0.009858,19.990096,7.40E-05,0.990141
1017,0.990215,0.009785,19.99017,7.30E-05,0.990214
1018,0.990288,0.009712,19.990243,7.30E-05,0.990287
1019,0.99036,0.00964,19.990316,7.20E-05,0.990359
1020,0.990431,0.009569,19.990388,7.20E-05,0.990431
1021,0.990502,0.009498,19.99046,7.10E-05,0.990502
1022,0.990573,0.009427,19.990531,7.10E-05,0.990573
1023,0.990643,0.009357,19.990602,7.00E-05,0.990643
1024,0.990713,0.009287,19.990672,7.00E-05,0.990713
1025,0.990782,0.009218,19.990741,6.90E-05,0.990782
1026,0.99085,0.00915,19.990811,6.80E-05,0.99085
1027,0.990918,0.009082,19.990879,6.80E-05,0.990918
1028,0.990986,0.009014,19.990947,6.70E-05,0.990985
1029,0.991053,0.008947,19.991015,6.70E-05,0.991052
1030,0.991119,0.008881,19.991082,6.60E-05,0.991118
1031,0.991185,0.008815,19.991148,6.60E-05,0.991184
1032,0.991251,0.008749,19.991214,6.60E-05,0.99125
1033,0.991316,0.008684,19.99128,6.50E-05,0.991315
1034,0.99138,0.00862,19.991345,6.50E-05,0.99138
1035,0.991444,0.008556,19.99141,6.40E-05,0.991444
1036,0.991508,0.008492,19.991474,6.40E-05,0.991508
1037,0.991571,0.008429,19.991537,6.30E-05,0.991571
1038,0.991634,0.008366,19.991601,6.30E-05,0.991634
1039,0.991696,0.008304,19.991663,6.20E-05,0.991696
1040,0.991757,0.008243,19.991725,6.20E-05,0.991758
1041,0.991819,0.008181,19.991787,6.10E-05,0.991819
1042,0.99188,0.00812,19.991848,6.10E-05,0.99188
1043,0.99194,0.00806,19.991909,6.00E-05,0.99194
1044,0.992,0.008,19.99197,6.00E-05,0.992
1045,0.992059,0.007941,19.99203,5.90E-05,0.992059
1046,0.992118,0.007882,19.992089,5.90E-05,0.992118
1047,0.992177,0.007823,19.992148,5.90E-05,0.992177
1048,0.992235,0.007765,19.992207,5.80E-05,0.992235
1049,0.992293,0.007707,19.992265,5.80E-05,0.992293
1050,0.99235,0.00765,19.992323,5.70E-05,0.99235
1051,0.992407,0.007593,19.99238,5.70E-05,0.992407
1052,0.992464,0.007536,19.992437,5.60E-05,0.992463
1053,0.99252,0.00748,19.992493,5.60E-05,0.992519
1054,0.992575,0.007425,19.992549,5.60E-05,0.992575
1055,0.99263,0.00737,19.992605,5.50E-05,0.99263
1056,0.992685,0.007315,19.99266,5.50E-05,0.992685
1057,0.99274,0.00726,19.992715,5.40E-05,0.992739
1058,0.992794,0.007206,19.992769,5.40E-05,0.992793
1059,0.992847,0.007153,19.992823,5.40E-05,0.992847
1060,0.9929,0.0071,19.992877,5.30E-05,0.9929
1061,0.992953,0.007047,19.99293,5.30E-05,0.992953
1062,0.993006,0.006994,19.992983,5.20E-05,0.993005
1063,0.993058,0.006942,19.993035,5.20E-05,0.993057
1064,0.993109,0.006891,19.993087,5.20E-05,0.993109
1065,0.993161,0.006839,19.993139,5.10E-05,0.99316
1066,0.993211,0.006789,19.99319,5.10E-05,0.993211
1067,0.993262,0.006738,19.993241,5.00E-05,0.993261
1068,0.993312,0.006688,19.993291,5.00E-05,0.993311
1069,0.993362,0.006638,19.993341,5.00E-05,0.993361
1070,0.993411,0.006589,19.993391,4.90E-05,0.99341
1071,0.99346,0.00654,19.99344,4.90E-05,0.993459
1072,0.993509,0.006491,19.993489,4.90E-05,0.993508
1073,0.993557,0.006443,19.993538,4.80E-05,0.993556
1074,0.993605,0.006395,19.993586,4.80E-05,0.993604
1075,0.993653,0.006347,19.993634,4.80E-05,0.993652
1076,0.9937,0.0063,19.993681,4.70E-05,0.993699
1077,0.993747,0.006253,19.993728,4.70E-05,0.993746
1078,0.993793,0.006207,19.993775,4.70E-05,0.993793
1079,0.99384,0.00616,19.993822,4.60E-05,0.993839
1080,0.993885,0.006115,19.993868,4.60E-05,0.993885
1081,0.993931,0.006069,19.993914,4.60E-05,0.993931
1082,0.993976,0.006024,19.993959,4.50E-05,0.993976
1083,0.994021,0.005979,19.994004,4.50E-05,0.994021
1084,0.994065,0.005935,19.994049,4.40E-05,0.994065
1085,0.99411,0.00589,19.994093,4.40E-05,0.994109
1086,0.994153,0.005847,19.994137,4.40E-05,0.994153
1087,0.994197,0.005803,19.994181,4.40E-05,0.994197
1088,0.99424,0.00576,19.994224,4.30E-05,0.99424
1089,0.994283,0.005717,19.994268,4.30E-05,0.994283
1090,0.994325,0.005675,19.99431,4.30E-05,0.994326
1091,0.994368,0.005632,19.994353,4.20E-05,0.994368
1092,0.99441,0.00559,19.994395,4.20E-05,0.99441
1093,0.994451,0.005549,19.994437,4.20E-05,0.994452
1094,0.994493,0.005507,19.994478,4.10E-05,0.994493
1095,0.994534,0.005466,19.994519,4.10E-05,0.994534
1096,0.994574,0.005426,19.99456,4.10E-05,0.994575
1097,0.994615,0.005385,19.994601,4.00E-05,0.994615
1098,0.994655,0.005345,19.994641,4.00E-05,0.994655
1099,0.994694,0.005306,19.994681,4.00E-05,0.994695
1100,0.994734,0.005266,19.994721,3.90E-05,0.994734
1101,0.994773,0.005227,19.99476,3.90E-05,0.994773
1102,0.994812,0.005188,19.994799,3.90E-05,0.994812
1103,0.994851,0.005149,19.994838,3.90E-05,0.994851
1104,0.994889,0.005111,19.994877,3.80E-05,0.994889
1105,0.994927,0.005073,19.994915,3.80E-05,0.994927
1106,0.994965,0.005035,19.994953,3.80E-05,0.994965
1107,0.995002,0.004998,19.994991,3.70E-05,0.995002
1108,0.99504,0.00496,19.995028,3.70E-05,0.995039
1109,0.995077,0.004923,19.995065,3.70E-05,0.995076
1110,0.995113,0.004887,19.995102,3.70E-05,0.995113
1111,0.99515,0.00485,19.995138,3.60E-05,0.995149
1112,0.995186,0.004814,19.995175,3.60E-05,0.995185
1113,0.995222,0.004778,19.995211,3.60E-05,0.995221
1114,0.995257,0.004743,19.995247,3.60E-05,0.995257
1115,0.995292,0.004708,19.995282,3.50E-05,0.995292
1116,0.995327,0.004673,19.995317,3.50E-05,0.995327
1117,0.995362,0.004638,19.995352,3.50E-05,0.995362
1118,0.995397,0.004603,19.995387,3.50E-05,0.995397
1119,0.995431,0.004569,19.995421,3.40E-05,0.995431
1120,0.995465,0.004535,19.995455,3.40E-05,0.995465
1121,0.995499,0.004501,19.995489,3.40E-05,0.995499
1122,0.995532,0.004468,19.995523,3.40E-05,0.995533
1123,0.995566,0.004434,19.995556,3.30E-05,0.995566
1124,0.995599,0.004401,19.99559,3.30E-05,0.995599
1125,0.995631,0.004369,19.995622,3.30E-05,0.995632
1126,0.995664,0.004336,19.995655,3.30E-05,0.995665
1127,0.995696,0.004304,19.995688,3.20E-05,0.995697
1128,0.995728,0.004272,19.99572,3.20E-05,0.995729
1129,0.99576,0.00424,19.995752,3.20E-05,0.995761
1130,0.995792,0.004208,19.995783,3.20E-05,0.995793
1131,0.995823,0.004177,19.995815,3.10E-05,0.995824
1132,0.995854,0.004146,19.995846,3.10E-05,0.995855
1133,0.995885,0.004115,19.995877,3.10E-05,0.995886
1134,0.995916,0.004084,19.995908,3.10E-05,0.995917
1135,0.995946,0.004054,19.995938,3.00E-05,0.995947
1136,0.995976,0.004024,19.995969,3.00E-05,0.995977
1137,0.996006,0.003994,19.995999,3.00E-05,0.996007
1138,0.996036,0.003964,19.996029,3.00E-05,0.996037
1139,0.996066,0.003934,19.996058,3.00E-05,0.996067
1140,0.996095,0.003905,19.996088,2.90E-05,0.996096
1141,0.996124,0.003876,19.996117,2.90E-05,0.996125
1142,0.996153,0.003847,19.996146,2.90E-05,0.996154
1143,0.996182,0.003818,19.996175,2.90E-05,0.996183
1144,0.99621,0.00379,19.996203,2.80E-05,0.996211
1145,0.996238,0.003762,19.996232,2.80E-05,0.996239
1146,0.996266,0.003734,19.99626,2.80E-05,0.996267
1147,0.996294,0.003706,19.996288,2.80E-05,0.996295
1148,0.996322,0.003678,19.996315,2.80E-05,0.996323
1149,0.996349,0.003651,19.996343,2.70E-05,0.99635
1150,0.996376,0.003624,19.99637,2.70E-05,0.996377
1151,0.996403,0.003597,19.996397,2.70E-05,0.996404
1152,0.99643,0.00357,19.996424,2.70E-05,0.996431
1153,0.996457,0.003543,19.996451,2.70E-05,0.996458
1154,0.996483,0.003517,19.996477,2.60E-05,0.996484
1155,0.996509,0.003491,19.996504,2.60E-05,0.99651
1156,0.996535,0.003465,19.99653,2.60E-05,0.996536
1157,0.996561,0.003439,19.996555,2.60E-05,0.996562
1158,0.996587,0.003413,19.996581,2.60E-05,0.996588
1159,0.996612,0.003388,19.996607,2.50E-05,0.996613
1160,0.996637,0.003363,19.996632,2.50E-05,0.996638
1161,0.996662,0.003338,19.996657,2.50E-05,0.996663
1162,0.996687,0.003313,19.996682,2.50E-05,0.996688
1163,0.996712,0.003288,19.996707,2.50E-05,0.996713
1164,0.996736,0.003264,19.996731,2.40E-05,0.996737
1165,0.996761,0.003239,19.996756,2.40E-05,0.996761
1166,0.996785,0.003215,19.99678,2.40E-05,0.996785
1167,0.996809,0.003191,19.996804,2.40E-05,0.996809
1168,0.996833,0.003167,19.996828,2.40E-05,0.996833
1169,0.996856,0.003144,19.996852,2.40E-05,0.996857
1170,0.99688,0.00312,19.996875,2.30E-05,0.99688
1171,0.996903,0.003097,19.996898,2.30E-05,0.996903
1172,0.996926,0.003074,19.996922,2.30E-05,0.996926
1173,0.996949,0.003051,19.996945,2.30E-05,0.996949
1174,0.996972,0.003028,19.996967,2.30E-05,0.996972
1175,0.996994,0.003006,19.99699,2.30E-05,0.996995
1176,0.997017,0.002983,19.997012,2.20E-05,0.997017
1177,0.997039,0.002961,19.997035,2.20E-05,0.997039
1178,0.997061,0.002939,19.997057,2.20E-05,0.997061
1179,0.997083,0.002917,19.997079,2.20E-05,0.997083
1180,0.997105,0.002895,19.997101,2.20E-05,0.997105
1181,0.997126,0.002874,19.997122,2.20E-05,0.997127
1182,0.997148,0.002852,19.997144,2.10E-05,0.997148
1183,0.997169,0.002831,19.997165,2.10E-05,0.997169
1184,0.99719,0.00281,19.997186,2.10E-05,0.99719
1185,0.997211,0.002789,19.997207,2.10E-05,0.997211
1186,0.997232,0.002768,19.997228,2.10E-05,0.997232
1187,0.997252,0.002748,19.997249,2.10E-05,0.997253
1188,0.997273,0.002727,19.997269,2.00E-05,0.997273
1189,0.997293,0.002707,19.99729,2.00E-05,0.997293
1190,0.997313,0.002687,19.99731,2.00E-05,0.997313
1191,0.997333,0.002667,19.99733,2.00E-05,0.997333
1192,0.997353,0.002647,19.99735,2.00E-05,0.997353
1193,0.997373,0.002627,19.99737,2.00E-05,0.997373
1194,0.997392,0.002608,19.997389,2.00E-05,0.997393
1195,0.997412,0.002588,19.997409,1.90E-05,0.997412
1196,0.997431,0.002569,19.997428,1.90E-05,0.997431
1197,0.99745,0.00255,19.997447,1.90E-05,0.99745
1198,0.997469,0.002531,19.997466,1.90E-05,0.997469
1199,0.997488,0.002512,19.997485,1.90E-05,0.997488
1200,0.997507,0.002493,19.997504,1.90E-05,0.997507
1201,0.997526,0.002474,19.997523,1.90E-05,0.997526
1202,0.997544,0.002456,19.997541,1.80E-05,0.997544
1203,0.997562,0.002438,19.997559,1.80E-05,0.997562
1204,0.99758,0.00242,19.997578,1.80E-05,0.99758
1205,0.997598,0.002402,19.997596,1.80E-05,0.997598
1206,0.997616,0.002384,19.997614,1.80E-05,0.997616
1207,0.997634,0.002366,19.997632,1.80E-05,0.997634
1208,0.997652,0.002348,19.997649,1.80E-05,0.997652
1209,0.997669,0.002331,19.997667,1.80E-05,0.99767
1210,0.997687,0.002313,19.997684,1.70E-05,0.997687
1211,0.997704,0.002296,19.997701,1.70E-05,0.997704
1212,0.997721,0.002279,19.997719,1.70E-05,0.997721
1213,0.997738,0.002262,19.997736,1.70E-05,0.997738
1214,0.997755,0.002245,19.997753,1.70E-05,0.997755
1215,0.997772,0.002228,19.997769,1.70E-05,0.997772
1216,0.997788,0.002212,19.997786,1.70E-05,0.997789
1217,0.997805,0.002195,19.997802,1.60E-05,0.997805
1218,0.997821,0.002179,19.997819,1.60E-05,0.997821
1219,0.997837,0.002163,19.997835,1.60E-05,0.997837
1220,0.997853,0.002147,19.997851,1.60E-05,0.997853
1221,0.997869,0.002131,19.997867,1.60E-05,0.997869
1222,0.997885,0.002115,19.997883,1.60E-05,0.997885
1223,0.997901,0.002099,19.997899,1.60E-05,0.997901
1224,0.997917,0.002083,19.997915,1.60E-05,0.997917
1225,0.997932,0.002068,19.99793,1.60E-05,0.997933
1226,0.997948,0.002052,19.997946,1.50E-05,0.997948
1227,0.997963,0.002037,19.997961,1.50E-05,0.997963
1228,0.997978,0.002022,19.997976,1.50E-05,0.997978
1229,0.997993,0.002007,19.997991,1.50E-05,0.997993
1230,0.998008,0.001992,19.998006,1.50E-05,0.998008
1231,0.998023,0.001977,19.998021,1.50E-05,0.998023
1232,0.998038,0.001962,19.998036,1.50E-05,0.998038
1233,0.998052,0.001948,19.998051,1.50E-05,0.998053
1234,0.998067,0.001933,19.998065,1.50E-05,0.998068
1235,0.998081,0.001919,19.99808,1.40E-05,0.998082
1236,0.998096,0.001904,19.998094,1.40E-05,0.998096
1237,0.99811,0.00189,19.998108,1.40E-05,0.99811
1238,0.998124,0.001876,19.998122,1.40E-05,0.998124
1239,0.998138,0.001862,19.998136,1.40E-05,0.998138
1240,0.998152,0.001848,19.99815,1.40E-05,0.998152
1241,0.998166,0.001834,19.998164,1.40E-05,0.998166
1242,0.998179,0.001821,19.998178,1.40E-05,0.99818
1243,0.998193,0.001807,19.998191,1.40E-05,0.998194
1244,0.998206,0.001794,19.998205,1.30E-05,0.998207
1245,0.99822,0.00178,19.998218,1.30E-05,0.99822
1246,0.998233,0.001767,19.998232,1.30E-05,0.998233
1247,0.998246,0.001754,19.998245,1.30E-05,0.998246
1248,0.998259,0.001741,19.998258,1.30E-05,0.998259
1249,0.998272,0.001728,19.998271,1.30E-05,0.998272
1250,0.998285,0.001715,19.998284,1.30E-05,0.998285
1251,0.998298,0.001702,19.998297,1.30E-05,0.998298
1252,0.998311,0.001689,19.998309,1.30E-05,0.998311
1253,0.998323,0.001677,19.998322,1.30E-05,0.998324
1254,0.998336,0.001664,19.998334,1.30E-05,0.998337
1255,0.998348,0.001652,19.998347,1.20E-05,0.998349
1256,0.99836,0.00164,19.998359,1.20E-05,0.998361
1257,0.998373,0.001627,19.998371,1.20E-05,0.998373
1258,0.998385,0.001615,19.998384,1.20E-05,0.998385
1259,0.998397,0.001603,19.998396,1.20E-05,0.998397
1260,0.998409,0.001591,19.998408,1.20E-05,0.998409
1261,0.998421,0.001579,19.998419,1.20E-05,0.998421
1262,0.998432,0.001568,19.998431,1.20E-05,0.998433
1263,0.998444,0.001556,19.998443,1.20E-05,0.998445
1264,0.998456,0.001544,19.998455,1.20E-05,0.998457
1265,0.998467,0.001533,19.998466,1.20E-05,0.998469
1266,0.998479,0.001521,19.998478,1.10E-05,0.99848
1267,0.99849,0.00151,19.998489,1.10E-05,0.998491
1268,0.998501,0.001499,19.9985,1.10E-05,0.998502
1269,0.998512,0.001488,19.998511,1.10E-05,0.998513
1270,0.998524,0.001476,19.998523,1.10E-05,0.998524
1271,0.998535,0.001465,19.998534,1.10E-05,0.998535
1272,0.998545,0.001455,19.998544,1.10E-05,0.998546
1273,0.998556,0.001444,19.998555,1.10E-05,0.998557
1274,0.998567,0.001433,19.998566,1.10E-05,0.998568
1275,0.998578,0.001422,19.998577,1.10E-05,0.998579
1276,0.998588,0.001412,19.998587,1.10E-05,0.99859
1277,0.998599,0.001401,19.998598,1.10E-05,0.998601
1278,0.998609,0.001391,19.998608,1.00E-05,0.998611
1279,0.99862,0.00138,19.998619,1.00E-05,0.998621
1280,0.99863,0.00137,19.998629,1.00E-05,0.998631
1281,0.99864,0.00136,19.998639,1.00E-05,0.998641
1282,0.99865,0.00135,19.99865,1.00E-05,0.998651
1283,0.99866,0.00134,19.99866,1.00E-05,0.998661
1284,0.99867,0.00133,19.99867,1.00E-05,0.998671
1285,0.99868,0.00132,19.99868,1.00E-05,0.998681
1286,0.99869,0.00131,19.998689,1.00E-05,0.998691
1287,0.9987,0.0013,19.998699,1.00E-05,0.998701
1288,0.99871,0.00129,19.998709,1.00E-05,0.998711
1289,0.998719,0.001281,19.998719,1.00E-05,0.998721
1290,0.998729,0.001271,19.998728,1.00E-05,0.998731
1291,0.998738,0.001262,19.998738,9.00E-06,0.99874
1292,0.998748,0.001252,19.998747,9.00E-06,0.998749
1293,0.998757,0.001243,19.998756,9.00E-06,0.998758
1294,0.998766,0.001234,19.998766,9.00E-06,0.998767
1295,0.998776,0.001224,19.998775,9.00E-06,0.998776
1296,0.998785,0.001215,19.998784,9.00E-06,0.998785
1297,0.998794,0.001206,19.998793,9.00E-06,0.998794
1298,0.998803,0.001197,19.998802,9.00E-06,0.998803
1299,0.998812,0.001188,19.998811,9.00E-06,0.998812
1300,0.998821,0.001179,19.99882,9.00E-06,0.998821
1301,0.998829,0.001171,19.998829,9.00E-06,0.99883
1302,0.998838,0.001162,19.998837,9.00E-06,0.998839
1303,0.998847,0.001153,19.998846,9.00E-06,0.998848
1304,0.998855,0.001145,19.998855,9.00E-06,0.998857
1305,0.998864,0.001136,19.998863,9.00E-06,0.998866
1306,0.998872,0.001128,19.998872,8.00E-06,0.998874
1307,0.998881,0.001119,19.99888,8.00E-06,0.998882
1308,0.998889,0.001111,19.998889,8.00E-06,0.99889
1309,0.998897,0.001103,19.998897,8.00E-06,0.998898
1310,0.998906,0.001094,19.998905,8.00E-06,0.998906
1311,0.998914,0.001086,19.998913,8.00E-06,0.998914
1312,0.998922,0.001078,19.998921,8.00E-06,0.998922
1313,0.99893,0.00107,19.998929,8.00E-06,0.99893
1314,0.998938,0.001062,19.998937,8.00E-06,0.998938
1315,0.998946,0.001054,19.998945,8.00E-06,0.998946
1316,0.998954,0.001046,19.998953,8.00E-06,0.998954
1317,0.998961,0.001039,19.998961,8.00E-06,0.998962
1318,0.998969,0.001031,19.998969,8.00E-06,0.99897
1319,0.998977,0.001023,19.998976,8.00E-06,0.998978
1320,0.998985,0.001015,19.998984,8.00E-06,0.998986
1321,0.998992,0.001008,19.998992,8.00E-06,0.998994
1322,0.999,0.001,19.998999,8.00E-06,0.999002
1323,0.999007,0.000993,19.999007,7.00E-06,0.999009
1324,0.999015,0.000985,19.999014,7.00E-06,0.999016
1325,0.999022,0.000978,19.999021,7.00E-06,0.999023
1326,0.999029,0.000971,19.999029,7.00E-06,0.99903
1327,0.999036,0.000964,19.999036,7.00E-06,0.999037
1328,0.999044,0.000956,19.999043,7.00E-06,0.999044
1329,0.999051,0.000949,19.99905,7.00E-06,0.999051
1330,0.999058,0.000942,19.999057,7.00E-06,0.999058
1331,0.999065,0.000935,19.999064,7.00E-06,0.999065
1332,0.999072,0.000928,19.999071,7.00E-06,0.999072
1333,0.999079,0.000921,19.999078,7.00E-06,0.999079
1334,0.999086,0.000914,19.999085,7.00E-06,0.999086
1335,0.999092,0.000908,19.999092,7.00E-06,0.999093
1336,0.999099,0.000901,19.999099,7.00E-06,0.9991
1337,0.999106,0.000894,19.999106,7.00E-06,0.999107
1338,0.999113,0.000887,19.999112,7.00E-06,0.999114
1339,0.999119,0.000881,19.999119,7.00E-06,0.999121
1340,0.999126,0.000874,19.999125,7.00E-06,0.999128
1341,0.999132,0.000868,19.999132,7.00E-06,0.999135
1342,0.999139,0.000861,19.999138,6.00E-06,0.999141
1343,0.999145,0.000855,19.999145,6.00E-06,0.999147
1344,0.999152,0.000848,19.999151,6.00E-06,0.999153
1345,0.999158,0.000842,19.999158,6.00E-06,0.999159
1346,0.999164,0.000836,19.999164,6.00E-06,0.999165
1347,0.99917,0.00083,19.99917,6.00E-06,0.999171
1348,0.999177,0.000823,19.999176,6.00E-06,0.999177
1349,0.999183,0.000817,19.999182,6.00E-06,0.999183
1350,0.999189,0.000811,19.999189,6.00E-06,0.999189
1351,0.999195,0.000805,19.999195,6.00E-06,0.999195
1352,0.999201,0.000799,19.999201,6.00E-06,0.999201
1353,0.999207,0.000793,19.999207,6.00E-06,0.999207
1354,0.999213,0.000787,19.999212,6.00E-06,0.999213
1355,0.999219,0.000781,19.999218,6.00E-06,0.999219
1356,0.999224,0.000776,19.999224,6.00E-06,0.999225
1357,0.99923,0.00077,19.99923,6.00E-06,0.999231
1358,0.999236,0.000764,19.999236,6.00E-06,0.999237
1359,0.999242,0.000758,19.999241,6.00E-06,0.999243
1360,0.999247,0.000753,19.999247,6.00E-06,0.999249
1361,0.999253,0.000747,19.999253,6.00E-06,0.999255
1362,0.999259,0.000741,19.999258,6.00E-06,0.999261
1363,0.999264,0.000736,19.999264,6.00E-06,0.999267
1364,0.99927,0.00073,19.999269,5.00E-06,0.999272
1365,0.999275,0.000725,19.999275,5.00E-06,0.999277
1366,0.99928,0.00072,19.99928,5.00E-06,0.999282
1367,0.999286,0.000714,19.999286,5.00E-06,0.999287
1368,0.999291,0.000709,19.999291,5.00E-06,0.999292
1369,0.999296,0.000704,19.999296,5.00E-06,0.999297
1370,0.999302,0.000698,19.999301,5.00E-06,0.999302
1371,0.999307,0.000693,19.999307,5.00E-06,0.999307
1372,0.999312,0.000688,19.999312,5.00E-06,0.999312
1373,0.999317,0.000683,19.999317,5.00E-06,0.999317
1374,0.999322,0.000678,19.999322,5.00E-06,0.999322
1375,0.999327,0.000673,19.999327,5.00E-06,0.999327
1376,0.999332,0.000668,19.999332,5.00E-06,0.999332
1377,0.999337,0.000663,19.999337,5.00E-06,0.999337
1378,0.999342,0.000658,19.999342,5.00E-06,0.999342
1379,0.999347,0.000653,19.999347,5.00E-06,0.999347
1380,0.999352,0.000648,19.999352,5.00E-06,0.999352
1381,0.999357,0.000643,19.999357,5.00E-06,0.999357
1382,0.999362,0.000638,19.999361,5.00E-06,0.999362
1383,0.999366,0.000634,19.999366,5.00E-06,0.999367
1384,0.999371,0.000629,19.999371,5.00E-06,0.999372
1385,0.999376,0.000624,19.999376,5.00E-06,0.999377
1386,0.999381,0.000619,19.99938,5.00E-06,0.999382
1387,0.999385,0.000615,19.999385,5.00E-06,0.999387
1388,0.99939,0.00061,19.99939,5.00E-06,0.999392
1389,0.999394,0.000606,19.999394,5.00E-06,0.999397
1390,0.999399,0.000601,19.999399,5.00E-06,0.999402
1391,0.999403,0.000597,19.999403,4.00E-06,0.999406
1392,0.999408,0.000592,19.999408,4.00E-06,0.99941
1393,0.999412,0.000588,19.999412,4.00E-06,0.999414
1394,0.999417,0.000583,19.999416,4.00E-06,0.999418
1395,0.999421,0.000579,19.999421,4.00E-06,0.999422
1396,0.999425,0.000575,19.999425,4.00E-06,0.999426
1397,0.99943,0.00057,19.999429,4.00E-06,0.99943
1398,0.999434,0.000566,19.999434,4.00E-06,0.999434
1399,0.999438,0.000562,19.999438,4.00E-06,0.999438
1400,0.999442,0.000558,19.999442,4.00E-06,0.999442
1401,0.999446,0.000554,19.999446,4.00E-06,0.999446
1402,0.99945,0.00055,19.99945,4.00E-06,0.99945
1403,0.999455,0.000545,19.999454,4.00E-06,0.999454
1404,0.999459,0.000541,19.999459,4.00E-06,0.999458
1405,0.999463,0.000537,19.999463,4.00E-06,0.999462
1406,0.999467,0.000533,19.999467,4.00E-06,0.999466
1407,0.999471,0.000529,19.999471,4.00E-06,0.99947
1408,0.999475,0.000525,19.999474,4.00E-06,0.999474
1409,0.999479,0.000521,19.999478,4.00E-06,0.999478
1410,0.999482,0.000518,19.999482,4.00E-06,0.999482
1411,0.999486,0.000514,19.999486,4.00E-06,0.999486
1412,0.99949,0.00051,19.99949,4.00E-06,0.99949
1413,0.999494,0.000506,19.999494,4.00E-06,0.999494
1414,0.999498,0.000502,19.999498,4.00E-06,0.999498
1415,0.999501,0.000499,19.999501,4.00E-06,0.999502
1416,0.999505,0.000495,19.999505,4.00E-06,0.999506
1417,0.999509,0.000491,19.999509,4.00E-06,0.99951
1418,0.999513,0.000487,19.999512,4.00E-06,0.999514
1419,0.999516,0.000484,19.999516,4.00E-06,0.999518
1420,0.99952,0.00048,19.99952,4.00E-06,0.999522
1421,0.999523,0.000477,19.999523,4.00E-06,0.999526
1422,0.999527,0.000473,19.999527,4.00E-06,0.99953
1423,0.99953,0.00047,19.99953,4.00E-06,0.999534
1424,0.999534,0.000466,19.999534,4.00E-06,0.999538
1425,0.999537,0.000463,19.999537,3.00E-06,0.999541
1426,0.999541,0.000459,19.999541,3.00E-06,0.999544
1427,0.999544,0.000456,19.999544,3.00E-06,0.999547
