number of packets,P(Xk(A)=n),P(Xk(A)<n),E(Xk(A)),P(Zn(A)=k),P(Zn(A)<=k)
1876,0.999472,0.000528,669.999471,4.00E-06,0.999465
1877,0.999475,0.000525,669.999475,4.00E-06,0.999469
1878,0.999479,0.000521,669.999479,4.00E-06,0.999473
1879,0.999483,0.000517,669.999483,4.00E-06,0.999477
1880,0.999487,0.000513,669.999487,4.00E-06,0.999481
1881,0.999491,0.000509,669.999491,4.00E-06,0.999485
1882,0.999495,0.000505,669.999495,4.00E-06,0.999489
1883,0.999498,0.000502,669.999498,4.00E-06,0.999493
1884,0.999502,0.000498,669.999502,4.00E-06,0.999497
1885,0.999506,0.000494,669.999506,4.00E-06,0.999501
1886,0.99951,0.00049,669.99951,4.00E-06,0.999505
1887,0.999513,0.000487,669.999513,4.00E-06,0.999509
1888,0.999517,0.000483,669.999517,4.00E-06,0.999513
1889,0.999521,0.000479,669.99952,4.00E-06,0.999517
1890,0.999524,0.000476,669.999524,4.00E-06,0.999521
1891,0.999528,0.000472,669.999528,4.00E-06,0.999525
1892,0.999531,0.000469,669.999531,4.00E-06,0.999529
1893,0.999535,0.000465,669.999535,3.00E-06,0.999532
1894,0.999538,0.000462,669.999538,3.00E-06,0.999535
1895,0.999542,0.000458,669.999541,3.00E-06,0.999538
1896,0.999545,0.000455,669.999545,3.00E-06,0.999541
1897,0.999548,0.000452,669.999548,3.00E-06,0.999544
1898,0.999552,0.000448,669.999552,3.00E-06,0.999547
1899,0.999555,0.000445,669.999555,3.00E-06,0.99955
1900,0.999558,0.000442,669.999558,3.00E-06,0.999553
1901,0.999562,0.000438,669.999562,3.00E-06,0.999556
1902,0.999565,0.000435,669.999565,3.00E-06,0.999559
1903,0.999568,0.000432,669.999568,3.00E-06,0.999562
1904,0.999571,0.000429,669.999571,3.00E-06,0.999565
1905,0.999575,0.000425,669.999575,3.00E-06,0.999568
1906,0.999578,0.000422,669.999578,3.00E-06,0.999571
1907,0.999581,0.000419,669.999581,3.00E-06,0.999574
1908,0.999584,0.000416,669.999584,3.00E-06,0.999577
1909,0.999587,0.000413,669.999587,3.00E-06,0.99958
1910,0.99959,0.00041,669.99959,3.00E-06,0.999583
1911,0.999593,0.000407,669.999593,3.00E-06,0.999586
1912,0.999596,0.000404,669.999596,3.00E-06,0.999589
1913,0.999599,0.000401,669.999599,3.00E-06,0.999592
1914,0.999602,0.000398,669.999602,3.00E-06,0.999595
1915,0.999605,0.000395,669.999605,3.00E-06,0.999598
1916,0.999608,0.000392,669.999608,3.00E-06,0.999601
1917,0.999611,0.000389,669.999611,3.00E-06,0.999604
1918,0.999614,0.000386,669.999614,3.00E-06,0.999607
1919,0.999617,0.000383,669.999617,3.00E-06,0.99961
1920,0.99962,0.00038,669.99962,3.00E-06,0.999613
1921,0.999623,0.000377,669.999623,3.00E-06,0.999616
1922,0.999626,0.000374,669.999625,3.00E-06,0.999619
1923,0.999628,0.000372,669.999628,3.00E-06,0.999622
1924,0.999631,0.000369,669.999631,3.00E-06,0.999625
1925,0.999634,0.000366,669.999634,3.00E-06,0.999628
1926,0.999637,0.000363,669.999637,3.00E-06,0.999631
1927,0.999639,0.000361,669.999639,3.00E-06,0.999634
1928,0.999642,0.000358,669.999642,3.00E-06,0.999637
1929,0.999645,0.000355,669.999645,3.00E-06,0.99964
1930,0.999647,0.000353,669.999647,3.00E-06,0.999643
1931,0.99965,0.00035,669.99965,3.00E-06,0.999646
1932,0.999653,0.000347,669.999652,3.00E-06,0.999649
1933,0.999655,0.000345,669.999655,3.00E-06,0.999652
1934,0.999658,0.000342,669.999658,3.00E-06,0.999655
1935,0.99966,0.00034,669.99966,3.00E-06,0.999658
1936,0.999663,0.000337,669.999663,3.00E-06,0.999661
1937,0.999665,0.000335,669.999665,3.00E-06,0.999664
1938,0.999668,0.000332,669.999668,2.00E-06,0.999666
1939,0.99967,0.00033,669.99967,2.00E-06,0.999668
1940,0.999673,0.000327,669.999673,2.00E-06,0.99967
1941,0.999675,0.000325,669.999675,2.00E-06,0.999672
1942,0.999678,0.000322,669.999678,2.00E-06,0.999674
1943,0.99968,0.00032,669.99968,2.00E-06,0.999676
1944,0.999682,0.000318,669.999682,2.00E-06,0.999678
1945,0.999685,0.000315,669.999685,2.00E-06,0.99968
1946,0.999687,0.000313,669.999687,2.00E-06,0.999682
1947,0.999689,0.000311,669.999689,2.00E-06,0.999684
1948,0.999692,0.000308,669.999692,2.00E-06,0.999686
1949,0.999694,0.000306,669.999694,2.00E-06,0.999688
1950,0.999696,0.000304,669.999696,2.00E-06,0.99969
1951,0.999699,0.000301,669.999699,2.00E-06,0.999692
1952,0.999701,0.000299,669.999701,2.00E-06,0.999694
1953,0.999703,0.000297,669.999703,2.00E-06,0.999696
1954,0.999705,0.000295,669.999705,2.00E-06,0.999698
1955,0.999708,0.000292,669.999707,2.00E-06,0.9997
1956,0.99971,0.00029,669.99971,2.00E-06,0.999702
1957,0.999712,0.000288,669.999712,2.00E-06,0.999704
1958,0.999714,0.000286,669.999714,2.00E-06,0.999706
1959,0.999716,0.000284,669.999716,2.00E-06,0.999708
1960,0.999718,0.000282,669.999718,2.00E-06,0.99971
1961,0.99972,0.00028,669.99972,2.00E-06,0.999712
1962,0.999722,0.000278,669.999722,2.00E-06,0.999714
1963,0.999725,0.000275,669.999724,2.00E-06,0.999716
1964,0.999727,0.000273,669.999727,2.00E-06,0.999718
1965,0.999729,0.000271,669.999729,2.00E-06,0.99972
1966,0.999731,0.000269,669.999731,2.00E-06,0.999722
1967,0.999733,0.000267,669.999733,2.00E-06,0.999724
1968,0.999735,0.000265,669.999735,2.00E-06,0.999726
1969,0.999737,0.000263,669.999737,2.00E-06,0.999728
1970,0.999739,0.000261,669.999739,2.00E-06,0.99973
1971,0.999741,0.000259,669.999741,2.00E-06,0.999732
1972,0.999742,0.000258,669.999742,2.00E-06,0.999734
1973,0.999744,0.000256,669.999744,2.00E-06,0.999736
1974,0.999746,0.000254,669.999746,2.00E-06,0.999738
1975,0.999748,0.000252,669.999748,2.00E-06,0.99974
1976,0.99975,0.00025,669.99975,2.00E-06,0.999742
1977,0.999752,0.000248,669.999752,2.00E-06,0.999744
1978,0.999754,0.000246,669.999754,2.00E-06,0.999746
1979,0.999756,0.000244,669.999756,2.00E-06,0.999748
1980,0.999757,0.000243,669.999757,2.00E-06,0.99975
1981,0.999759,0.000241,669.999759,2.00E-06,0.999752
1982,0.999761,0.000239,669.999761,2.00E-06,0.999754
1983,0.999763,0.000237,669.999763,2.00E-06,0.999756
1984,0.999765,0.000235,669.999765,2.00E-06,0.999758
1985,0.999766,0.000234,669.999766,2.00E-06,0.99976
1986,0.999768,0.000232,669.999768,2.00E-06,0.999762
1987,0.99977,0.00023,669.99977,2.00E-06,0.999764
1988,0.999772,0.000228,669.999772,2.00E-06,0.999766
1989,0.999773,0.000227,669.999773,2.00E-06,0.999768
1990,0.999775,0.000225,669.999775,2.00E-06,0.99977
1991,0.999777,0.000223,669.999777,2.00E-06,0.999772
1992,0.999778,0.000222,669.999778,2.00E-06,0.999774
1993,0.99978,0.00022,669.99978,2.00E-06,0.999776
1994,0.999782,0.000218,669.999782,2.00E-06,0.999778
1995,0.999783,0.000217,669.999783,2.00E-06,0.99978
1996,0.999785,0.000215,669.999785,2.00E-06,0.999782
1997,0.999786,0.000214,669.999786,2.00E-06,0.999784
1998,0.999788,0.000212,669.999788,2.00E-06,0.999786
1999,0.99979,0.00021,669.99979,2.00E-06,0.999788
2000,0.999791,0.000209,669.999791,2.00E-06,0.99979
