number of packets,P(Xk(A)=n),P(Xk(A)<n),E(Xk(A)),P(Zn(A)=k),P(Zn(A)<=k)
1409,0.982676,0.017324,669.982527,0.000129,0.982674
1410,0.982804,0.017196,669.982657,0.000128,0.982802
1411,0.982931,0.017069,669.982786,0.000127,0.982929
1412,0.983058,0.016942,669.982915,0.000126,0.983055
1413,0.983183,0.016817,669.983042,0.000125,0.98318
1414,0.983307,0.016693,669.983169,0.000124,0.983304
1415,0.983431,0.016569,669.983295,0.000124,0.983428
1416,0.983554,0.016446,669.983419,0.000123,0.983551
1417,0.983675,0.016325,669.983543,0.000122,0.983673
1418,0.983796,0.016204,669.983666,0.000121,0.983794
1419,0.983916,0.016084,669.983788,0.00012,0.983914
1420,0.984035,0.015965,669.983909,0.000119,0.984033
1421,0.984153,0.015847,669.984029,0.000118,0.984151
1422,0.984271,0.015729,669.984148,0.000117,0.984268
1423,0.984387,0.015613,669.984266,0.000116,0.984384
1424,0.984503,0.015497,669.984384,0.000116,0.9845
1425,0.984618,0.015382,669.9845,0.000115,0.984615
1426,0.984732,0.015268,669.984616,0.000114,0.984729
1427,0.984845,0.015155,669.984731,0.000113,0.984842
1428,0.984957,0.015043,669.984845,0.000112,0.984954
1429,0.985068,0.014932,669.984958,0.000111,0.985065
1430,0.985179,0.014821,669.98507,0.000111,0.985176
1431,0.985289,0.014711,669.985181,0.00011,0.985286
1432,0.985398,0.014602,669.985292,0.000109,0.985395
1433,0.985506,0.014494,669.985402,0.000108,0.985503
1434,0.985613,0.014387,669.985511,0.000107,0.98561
1435,0.98572,0.01428,669.985619,0.000107,0.985717
1436,0.985826,0.014174,669.985726,0.000106,0.985823
1437,0.985931,0.014069,669.985833,0.000105,0.985928
1438,0.986035,0.013965,669.985938,0.000104,0.986032
1439,0.986139,0.013861,669.986043,0.000104,0.986136
1440,0.986241,0.013759,669.986148,0.000103,0.986239
1441,0.986343,0.013657,669.986251,0.000102,0.986341
1442,0.986445,0.013555,669.986353,0.000101,0.986442
1443,0.986545,0.013455,669.986455,0.0001,0.986542
1444,0.986645,0.013355,669.986556,0.0001,0.986642
1445,0.986744,0.013256,669.986657,9.90E-05,0.986741
1446,0.986842,0.013158,669.986756,9.80E-05,0.986839
1447,0.98694,0.01306,669.986855,9.80E-05,0.986937
1448,0.987036,0.012964,669.986953,9.70E-05,0.987034
1449,0.987133,0.012867,669.987051,9.60E-05,0.98713
1450,0.987228,0.012772,669.987147,9.50E-05,0.987225
1451,0.987323,0.012677,669.987243,9.50E-05,0.98732
1452,0.987417,0.012583,669.987338,9.40E-05,0.987414
1453,0.98751,0.01249,669.987433,9.30E-05,0.987507
1454,0.987603,0.012397,669.987527,9.30E-05,0.9876
1455,0.987695,0.012305,669.98762,9.20E-05,0.987692
1456,0.987786,0.012214,669.987712,9.10E-05,0.987783
1457,0.987877,0.012123,669.987804,9.10E-05,0.987874
1458,0.987967,0.012033,669.987895,9.00E-05,0.987964
1459,0.988056,0.011944,669.987985,8.90E-05,0.988053
1460,0.988144,0.011856,669.988075,8.90E-05,0.988142
1461,0.988232,0.011768,669.988164,8.80E-05,0.98823
1462,0.98832,0.01168,669.988252,8.70E-05,0.988317
1463,0.988406,0.011594,669.98834,8.70E-05,0.988404
1464,0.988492,0.011508,669.988427,8.60E-05,0.98849
1465,0.988578,0.011422,669.988513,8.50E-05,0.988575
1466,0.988663,0.011337,669.988599,8.50E-05,0.98866
1467,0.988747,0.011253,669.988684,8.40E-05,0.988744
1468,0.98883,0.01117,669.988768,8.40E-05,0.988828
1469,0.988913,0.011087,669.988852,8.30E-05,0.988911
1470,0.988995,0.011005,669.988935,8.20E-05,0.988993
1471,0.989077,0.010923,669.989018,8.20E-05,0.989075
1472,0.989158,0.010842,669.9891,8.10E-05,0.989156
1473,0.989239,0.010761,669.989181,8.00E-05,0.989236
1474,0.989318,0.010682,669.989262,8.00E-05,0.989316
1475,0.989398,0.010602,669.989342,7.90E-05,0.989395
1476,0.989476,0.010524,669.989422,7.90E-05,0.989474
1477,0.989555,0.010445,669.989501,7.80E-05,0.989552
1478,0.989632,0.010368,669.989579,7.80E-05,0.98963
1479,0.989709,0.010291,669.989657,7.70E-05,0.989707
1480,0.989786,0.010214,669.989734,7.60E-05,0.989783
1481,0.989861,0.010139,669.989811,7.60E-05,0.989859
1482,0.989937,0.010063,669.989887,7.50E-05,0.989934
1483,0.990011,0.009989,669.989962,7.50E-05,0.990009
1484,0.990086,0.009914,669.990037,7.40E-05,0.990083
1485,0.990159,0.009841,669.990111,7.40E-05,0.990157
1486,0.990232,0.009768,669.990185,7.30E-05,0.99023
1487,0.990305,0.009695,669.990258,7.30E-05,0.990303
1488,0.990377,0.009623,669.990331,7.20E-05,0.990375
1489,0.990448,0.009552,669.990403,7.10E-05,0.990446
1490,0.990519,0.009481,669.990475,7.10E-05,0.990517
1491,0.99059,0.00941,669.990546,7.00E-05,0.990587
1492,0.99066,0.00934,669.990617,7.00E-05,0.990657
1493,0.990729,0.009271,669.990687,6.90E-05,0.990726
1494,0.990798,0.009202,669.990756,6.90E-05,0.990795
1495,0.990866,0.009134,669.990825,6.80E-05,0.990863
1496,0.990934,0.009066,669.990894,6.80E-05,0.990931
1497,0.991001,0.008999,669.990961,6.70E-05,0.990998
1498,0.991068,0.008932,669.991029,6.70E-05,0.991065
1499,0.991135,0.008865,669.991096,6.60E-05,0.991131
1500,0.991201,0.008799,669.991162,6.60E-05,0.991197
1501,0.991266,0.008734,669.991228,6.50E-05,0.991262
1502,0.991331,0.008669,669.991294,6.50E-05,0.991327
1503,0.991395,0.008605,669.991359,6.40E-05,0.991391
1504,0.991459,0.008541,669.991423,6.40E-05,0.991455
1505,0.991523,0.008477,669.991487,6.30E-05,0.991518
1506,0.991586,0.008414,669.991551,6.30E-05,0.991581
1507,0.991648,0.008352,669.991614,6.30E-05,0.991644
1508,0.99171,0.00829,669.991676,6.20E-05,0.991706
1509,0.991772,0.008228,669.991738,6.20E-05,0.991768
1510,0.991833,0.008167,669.9918,6.10E-05,0.991829
1511,0.991894,0.008106,669.991861,6.10E-05,0.99189
1512,0.991954,0.008046,669.991922,6.00E-05,0.99195
1513,0.992014,0.007986,669.991982,6.00E-05,0.99201
1514,0.992073,0.007927,669.992042,5.90E-05,0.992069
1515,0.992132,0.007868,669.992102,5.90E-05,0.992128
1516,0.992191,0.007809,669.992161,5.80E-05,0.992186
1517,0.992249,0.007751,669.992219,5.80E-05,0.992244
1518,0.992306,0.007694,669.992277,5.80E-05,0.992302
1519,0.992363,0.007637,669.992335,5.70E-05,0.992359
1520,0.99242,0.00758,669.992392,5.70E-05,0.992416
1521,0.992477,0.007523,669.992449,5.60E-05,0.992472
1522,0.992533,0.007467,669.992505,5.60E-05,0.992528
1523,0.992588,0.007412,669.992561,5.60E-05,0.992584
1524,0.992643,0.007357,669.992616,5.50E-05,0.992639
1525,0.992698,0.007302,669.992672,5.50E-05,0.992694
1526,0.992752,0.007248,669.992726,5.40E-05,0.992748
1527,0.992806,0.007194,669.992781,5.40E-05,0.992802
1528,0.99286,0.00714,669.992834,5.30E-05,0.992855
1529,0.992913,0.007087,669.992888,5.30E-05,0.992908
1530,0.992965,0.007035,669.992941,5.30E-05,0.992961
1531,0.993018,0.006982,669.992994,5.20E-05,0.993013
1532,0.99307,0.00693,669.993046,5.20E-05,0.993065
1533,0.993121,0.006879,669.993098,5.20E-05,0.993117
1534,0.993172,0.006828,669.993149,5.10E-05,0.993168
1535,0.993223,0.006777,669.9932,5.10E-05,0.993219
1536,0.993274,0.006726,669.993251,5.00E-05,0.993269
1537,0.993324,0.006676,669.993302,5.00E-05,0.993319
1538,0.993373,0.006627,669.993352,5.00E-05,0.993369
1539,0.993423,0.006577,669.993401,4.90E-05,0.993418
1540,0.993471,0.006529,669.99345,4.90E-05,0.993467
1541,0.99352,0.00648,669.993499,4.90E-05,0.993516
1542,0.993568,0.006432,669.993548,4.80E-05,0.993564
1543,0.993616,0.006384,669.993596,4.80E-05,0.993612
1544,0.993664,0.006336,669.993644,4.70E-05,0.993659
1545,0.993711,0.006289,669.993691,4.70E-05,0.993706
1546,0.993757,0.006243,669.993738,4.70E-05,0.993753
1547,0.993804,0.006196,669.993785,4.60E-05,0.993799
1548,0.99385,0.00615,669.993831,4.60E-05,0.993845
1549,0.993896,0.006104,669.993877,4.60E-05,0.993891
1550,0.993941,0.006059,669.993923,4.50E-05,0.993936
1551,0.993986,0.006014,669.993968,4.50E-05,0.993981
1552,0.994031,0.005969,669.994013,4.50E-05,0.994026
1553,0.994075,0.005925,669.994058,4.40E-05,0.99407
1554,0.99412,0.00588,669.994102,4.40E-05,0.994114
1555,0.994163,0.005837,669.994147,4.40E-05,0.994158
1556,0.994207,0.005793,669.99419,4.30E-05,0.994201
1557,0.99425,0.00575,669.994234,4.30E-05,0.994244
1558,0.994293,0.005707,669.994277,4.30E-05,0.994287
1559,0.994335,0.005665,669.994319,4.20E-05,0.994329
1560,0.994377,0.005623,669.994362,4.20E-05,0.994371
1561,0.994419,0.005581,669.994404,4.20E-05,0.994413
1562,0.994461,0.005539,669.994446,4.20E-05,0.994455
1563,0.994502,0.005498,669.994487,4.10E-05,0.994496
1564,0.994543,0.005457,669.994528,4.10E-05,0.994537
1565,0.994583,0.005417,669.994569,4.10E-05,0.994578
1566,0.994624,0.005376,669.994609,4.00E-05,0.994618
1567,0.994664,0.005336,669.99465,4.00E-05,0.994658
1568,0.994703,0.005297,669.99469,4.00E-05,0.994698
1569,0.994743,0.005257,669.994729,3.90E-05,0.994737
1570,0.994782,0.005218,669.994769,3.90E-05,0.994776
1571,0.994821,0.005179,669.994808,3.90E-05,0.994815
1572,0.994859,0.005141,669.994846,3.90E-05,0.994854
1573,0.994898,0.005102,669.994885,3.80E-05,0.994892
1574,0.994936,0.005064,669.994923,3.80E-05,0.99493
1575,0.994973,0.005027,669.994961,3.80E-05,0.994968
1576,0.995011,0.004989,669.994999,3.70E-05,0.995005
1577,0.995048,0.004952,669.995036,3.70E-05,0.995042
1578,0.995085,0.004915,669.995073,3.70E-05,0.995079
1579,0.995121,0.004879,669.99511,3.70E-05,0.995116
1580,0.995158,0.004842,669.995146,3.60E-05,0.995152
1581,0.995194,0.004806,669.995182,3.60E-05,0.995188
1582,0.99523,0.00477,669.995218,3.60E-05,0.995224
1583,0.995265,0.004735,669.995254,3.60E-05,0.99526
1584,0.9953,0.0047,669.995289,3.50E-05,0.995295
1585,0.995335,0.004665,669.995325,3.50E-05,0.99533
1586,0.99537,0.00463,669.995359,3.50E-05,0.995365
1587,0.995404,0.004596,669.995394,3.40E-05,0.995399
1588,0.995439,0.004561,669.995428,3.40E-05,0.995433
1589,0.995473,0.004527,669.995463,3.40E-05,0.995467
1590,0.995506,0.004494,669.995496,3.40E-05,0.995501
1591,0.99554,0.00446,669.99553,3.30E-05,0.995534
1592,0.995573,0.004427,669.995563,3.30E-05,0.995567
1593,0.995606,0.004394,669.995597,3.30E-05,0.9956
1594,0.995639,0.004361,669.995629,3.30E-05,0.995633
1595,0.995671,0.004329,669.995662,3.20E-05,0.995665
1596,0.995703,0.004297,669.995694,3.20E-05,0.995697
1597,0.995735,0.004265,669.995727,3.20E-05,0.995729
1598,0.995767,0.004233,669.995758,3.20E-05,0.995761
1599,0.995799,0.004201,669.99579,3.20E-05,0.995793
1600,0.99583,0.00417,669.995821,3.10E-05,0.995824
1601,0.995861,0.004139,669.995853,3.10E-05,0.995855
1602,0.995892,0.004108,669.995884,3.10E-05,0.995886
1603,0.995923,0.004077,669.995914,3.10E-05,0.995917
1604,0.995953,0.004047,669.995945,3.00E-05,0.995947
1605,0.995983,0.004017,669.995975,3.00E-05,0.995977
1606,0.996013,0.003987,669.996005,3.00E-05,0.996007
1607,0.996043,0.003957,669.996035,3.00E-05,0.996037
1608,0.996072,0.003928,669.996065,2.90E-05,0.996066
1609,0.996101,0.003899,669.996094,2.90E-05,0.996095
1610,0.99613,0.00387,669.996123,2.90E-05,0.996124
1611,0.996159,0.003841,669.996152,2.90E-05,0.996153
1612,0.996188,0.003812,669.996181,2.90E-05,0.996182
1613,0.996216,0.003784,669.996209,2.80E-05,0.99621
1614,0.996244,0.003756,669.996237,2.80E-05,0.996238
1615,0.996272,0.003728,669.996266,2.80E-05,0.996266
1616,0.9963,0.0037,669.996293,2.80E-05,0.996294
1617,0.996328,0.003672,669.996321,2.80E-05,0.996322
1618,0.996355,0.003645,669.996349,2.70E-05,0.996349
1619,0.996382,0.003618,669.996376,2.70E-05,0.996376
1620,0.996409,0.003591,669.996403,2.70E-05,0.996403
1621,0.996436,0.003564,669.99643,2.70E-05,0.99643
1622,0.996462,0.003538,669.996456,2.70E-05,0.996457
1623,0.996489,0.003511,669.996483,2.60E-05,0.996483
1624,0.996515,0.003485,669.996509,2.60E-05,0.996509
1625,0.996541,0.003459,669.996535,2.60E-05,0.996535
1626,0.996567,0.003433,669.996561,2.60E-05,0.996561
1627,0.996592,0.003408,669.996587,2.60E-05,0.996587
1628,0.996618,0.003382,669.996612,2.50E-05,0.996612
1629,0.996643,0.003357,669.996637,2.50E-05,0.996637
1630,0.996668,0.003332,669.996662,2.50E-05,0.996662
1631,0.996693,0.003307,669.996687,2.50E-05,0.996687
1632,0.996717,0.003283,669.996712,2.50E-05,0.996712
1633,0.996742,0.003258,669.996737,2.40E-05,0.996736
1634,0.996766,0.003234,669.996761,2.40E-05,0.99676
1635,0.99679,0.00321,669.996785,2.40E-05,0.996784
1636,0.996814,0.003186,669.996809,2.40E-05,0.996808
1637,0.996838,0.003162,669.996833,2.40E-05,0.996832
1638,0.996861,0.003139,669.996857,2.40E-05,0.996856
1639,0.996885,0.003115,669.99688,2.30E-05,0.996879
1640,0.996908,0.003092,669.996903,2.30E-05,0.996902
1641,0.996931,0.003069,669.996926,2.30E-05,0.996925
1642,0.996954,0.003046,669.996949,2.30E-05,0.996948
1643,0.996977,0.003023,669.996972,2.30E-05,0.996971
1644,0.996999,0.003001,669.996995,2.30E-05,0.996994
1645,0.997022,0.002978,669.997017,2.20E-05,0.997016
1646,0.997044,0.002956,669.997039,2.20E-05,0.997038
1647,0.997066,0.002934,669.997062,2.20E-05,0.99706
1648,0.997088,0.002912,669.997083,2.20E-05,0.997082
1649,0.997109,0.002891,669.997105,2.20E-05,0.997104
1650,0.997131,0.002869,669.997127,2.20E-05,0.997126
1651,0.997152,0.002848,669.997148,2.10E-05,0.997147
1652,0.997173,0.002827,669.99717,2.10E-05,0.997168
1653,0.997195,0.002805,669.997191,2.10E-05,0.997189
1654,0.997215,0.002785,669.997212,2.10E-05,0.99721
1655,0.997236,0.002764,669.997232,2.10E-05,0.997231
1656,0.997257,0.002743,669.997253,2.10E-05,0.997252
1657,0.997277,0.002723,669.997274,2.00E-05,0.997272
1658,0.997298,0.002702,669.997294,2.00E-05,0.997292
1659,0.997318,0.002682,669.997314,2.00E-05,0.997312
1660,0.997338,0.002662,669.997334,2.00E-05,0.997332
1661,0.997357,0.002643,669.997354,2.00E-05,0.997352
1662,0.997377,0.002623,669.997374,2.00E-05,0.997372
1663,0.997397,0.002603,669.997393,2.00E-05,0.997392
1664,0.997416,0.002584,669.997413,1.90E-05,0.997411
1665,0.997435,0.002565,669.997432,1.90E-05,0.99743
1666,0.997455,0.002545,669.997451,1.90E-05,0.997449
1667,0.997473,0.002527,669.99747,1.90E-05,0.997468
1668,0.997492,0.002508,669.997489,1.90E-05,0.997487
1669,0.997511,0.002489,669.997508,1.90E-05,0.997506
1670,0.99753,0.00247,669.997527,1.90E-05,0.997525
1671,0.997548,0.002452,669.997545,1.80E-05,0.997543
1672,0.997566,0.002434,669.997563,1.80E-05,0.997561
1673,0.997584,0.002416,669.997582,1.80E-05,0.997579
1674,0.997602,0.002398,669.9976,1.80E-05,0.997597
1675,0.99762,0.00238,669.997617,1.80E-05,0.997615
1676,0.997638,0.002362,669.997635,1.80E-05,0.997633
1677,0.997656,0.002344,669.997653,1.80E-05,0.997651
1678,0.997673,0.002327,669.99767,1.70E-05,0.997668
1679,0.99769,0.00231,669.997688,1.70E-05,0.997685
1680,0.997708,0.002292,669.997705,1.70E-05,0.997702
1681,0.997725,0.002275,669.997722,1.70E-05,0.997719
1682,0.997742,0.002258,669.997739,1.70E-05,0.997736
1683,0.997759,0.002241,669.997756,1.70E-05,0.997753
1684,0.997775,0.002225,669.997773,1.70E-05,0.99777
1685,0.997792,0.002208,669.997789,1.70E-05,0.997787
1686,0.997808,0.002192,669.997806,1.60E-05,0.997803
1687,0.997825,0.002175,669.997822,1.60E-05,0.997819
1688,0.997841,0.002159,669.997839,1.60E-05,0.997835
1689,0.997857,0.002143,669.997855,1.60E-05,0.997851
1690,0.997873,0.002127,669.997871,1.60E-05,0.997867
1691,0.997889,0.002111,669.997887,1.60E-05,0.997883
1692,0.997905,0.002095,669.997902,1.60E-05,0.997899
1693,0.99792,0.00208,669.997918,1.60E-05,0.997915
1694,0.997936,0.002064,669.997934,1.60E-05,0.997931
1695,0.997951,0.002049,669.997949,1.50E-05,0.997946
1696,0.997966,0.002034,669.997964,1.50E-05,0.997961
1697,0.997981,0.002019,669.997979,1.50E-05,0.997976
1698,0.997997,0.002003,669.997995,1.50E-05,0.997991
1699,0.998011,0.001989,669.99801,1.50E-05,0.998006
1700,0.998026,0.001974,669.998024,1.50E-05,0.998021
1701,0.998041,0.001959,669.998039,1.50E-05,0.998036
1702,0.998056,0.001944,669.998054,1.50E-05,0.998051
1703,0.99807,0.00193,669.998068,1.40E-05,0.998065
1704,0.998084,0.001916,669.998083,1.40E-05,0.998079
1705,0.998099,0.001901,669.998097,1.40E-05,0.998093
1706,0.998113,0.001887,669.998111,1.40E-05,0.998107
1707,0.998127,0.001873,669.998125,1.40E-05,0.998121
1708,0.998141,0.001859,669.998139,1.40E-05,0.998135
1709,0.998155,0.001845,669.998153,1.40E-05,0.998149
1710,0.998169,0.001831,669.998167,1.40E-05,0.998163
1711,0.998182,0.001818,669.998181,1.40E-05,0.998177
1712,0.998196,0.001804,669.998194,1.40E-05,0.998191
1713,0.998209,0.001791,669.998208,1.30E-05,0.998204
1714,0.998223,0.001777,669.998221,1.30E-05,0.998217
1715,0.998236,0.001764,669.998234,1.30E-05,0.99823
1716,0.998249,0.001751,669.998248,1.30E-05,0.998243
1717,0.998262,0.001738,669.998261,1.30E-05,0.998256
1718,0.998275,0.001725,669.998274,1.30E-05,0.998269
1719,0.998288,0.001712,669.998286,1.30E-05,0.998282
1720,0.998301,0.001699,669.998299,1.30E-05,0.998295
1721,0.998313,0.001687,669.998312,1.30E-05,0.998308
1722,0.998326,0.001674,669.998325,1.30E-05,0.998321
1723,0.998338,0.001662,669.998337,1.20E-05,0.998333
1724,0.998351,0.001649,669.998349,1.20E-05,0.998345
1725,0.998363,0.001637,669.998362,1.20E-05,0.998357
1726,0.998375,0.001625,669.998374,1.20E-05,0.998369
1727,0.998387,0.001613,669.998386,1.20E-05,0.998381
1728,0.998399,0.001601,669.998398,1.20E-05,0.998393
1729,0.998411,0.001589,669.99841,1.20E-05,0.998405
1730,0.998423,0.001577,669.998422,1.20E-05,0.998417
1731,0.998435,0.001565,669.998434,1.20E-05,0.998429
1732,0.998447,0.001553,669.998445,1.20E-05,0.998441
1733,0.998458,0.001542,669.998457,1.20E-05,0.998453
1734,0.99847,0.00153,669.998469,1.10E-05,0.998464
1735,0.998481,0.001519,669.99848,1.10E-05,0.998475
1736,0.998492,0.001508,669.998491,1.10E-05,0.998486
1737,0.998504,0.001496,669.998503,1.10E-05,0.998497
1738,0.998515,0.001485,669.998514,1.10E-05,0.998508
1739,0.998526,0.001474,669.998525,1.10E-05,0.998519
1740,0.998537,0.001463,669.998536,1.10E-05,0.99853
1741,0.998548,0.001452,669.998547,1.10E-05,0.998541
1742,0.998559,0.001441,669.998558,1.10E-05,0.998552
1743,0.998569,0.001431,669.998568,1.10E-05,0.998563
1744,0.99858,0.00142,669.998579,1.10E-05,0.998574
1745,0.998591,0.001409,669.99859,1.10E-05,0.998585
1746,0.998601,0.001399,669.9986,1.10E-05,0.998596
1747,0.998612,0.001388,669.998611,1.00E-05,0.998606
1748,0.998622,0.001378,669.998621,1.00E-05,0.998616
1749,0.998632,0.001368,669.998631,1.00E-05,0.998626
1750,0.998642,0.001358,669.998642,1.00E-05,0.998636
1751,0.998653,0.001347,669.998652,1.00E-05,0.998646
1752,0.998663,0.001337,669.998662,1.00E-05,0.998656
1753,0.998673,0.001327,669.998672,1.00E-05,0.998666
1754,0.998682,0.001318,669.998682,1.00E-05,0.998676
1755,0.998692,0.001308,669.998691,1.00E-05,0.998686
1756,0.998702,0.001298,669.998701,1.00E-05,0.998696
1757,0.998712,0.001288,669.998711,1.00E-05,0.998706
1758,0.998721,0.001279,669.998721,1.00E-05,0.998716
1759,0.998731,0.001269,669.99873,1.00E-05,0.998726
1760,0.99874,0.00126,669.99874,9.00E-06,0.998735
1761,0.99875,0.00125,669.998749,9.00E-06,0.998744
1762,0.998759,0.001241,669.998758,9.00E-06,0.998753
1763,0.998768,0.001232,669.998768,9.00E-06,0.998762
1764,0.998778,0.001222,669.998777,9.00E-06,0.998771
1765,0.998787,0.001213,669.998786,9.00E-06,0.99878
1766,0.998796,0.001204,669.998795,9.00E-06,0.998789
1767,0.998805,0.001195,669.998804,9.00E-06,0.998798
1768,0.998814,0.001186,669.998813,9.00E-06,0.998807
1769,0.998822,0.001178,669.998822,9.00E-06,0.998816
1770,0.998831,0.001169,669.998831,9.00E-06,0.998825
1771,0.99884,0.00116,669.998839,9.00E-06,0.998834
1772,0.998849,0.001151,669.998848,9.00E-06,0.998843
1773,0.998857,0.001143,669.998857,9.00E-06,0.998852
1774,0.998866,0.001134,669.998865,9.00E-06,0.998861
1775,0.998874,0.001126,669.998874,8.00E-06,0.998869
1776,0.998883,0.001117,669.998882,8.00E-06,0.998877
1777,0.998891,0.001109,669.99889,8.00E-06,0.998885
1778,0.998899,0.001101,669.998899,8.00E-06,0.998893
1779,0.998907,0.001093,669.998907,8.00E-06,0.998901
1780,0.998916,0.001084,669.998915,8.00E-06,0.998909
1781,0.998924,0.001076,669.998923,8.00E-06,0.998917
1782,0.998932,0.001068,669.998931,8.00E-06,0.998925
1783,0.99894,0.00106,669.998939,8.00E-06,0.998933
1784,0.998948,0.001052,669.998947,8.00E-06,0.998941
1785,0.998955,0.001045,669.998955,8.00E-06,0.998949
1786,0.998963,0.001037,669.998963,8.00E-06,0.998957
1787,0.998971,0.001029,669.99897,8.00E-06,0.998965
1788,0.998979,0.001021,669.998978,8.00E-06,0.998973
1789,0.998986,0.001014,669.998986,8.00E-06,0.998981
1790,0.998994,0.001006,669.998993,8.00E-06,0.998989
1791,0.999001,0.000999,669.999001,8.00E-06,0.998997
1792,0.999009,0.000991,669.999008,7.00E-06,0.999004
1793,0.999016,0.000984,669.999016,7.00E-06,0.999011
1794,0.999023,0.000977,669.999023,7.00E-06,0.999018
1795,0.999031,0.000969,669.99903,7.00E-06,0.999025
1796,0.999038,0.000962,669.999037,7.00E-06,0.999032
1797,0.999045,0.000955,669.999045,7.00E-06,0.999039
1798,0.999052,0.000948,669.999052,7.00E-06,0.999046
1799,0.999059,0.000941,669.999059,7.00E-06,0.999053
1800,0.999066,0.000934,669.999066,7.00E-06,0.99906
1801,0.999073,0.000927,669.999073,7.00E-06,0.999067
1802,0.99908,0.00092,669.99908,7.00E-06,0.999074
1803,0.999087,0.000913,669.999087,7.00E-06,0.999081
1804,0.999094,0.000906,669.999093,7.00E-06,0.999088
1805,0.999101,0.000899,669.9991,7.00E-06,0.999095
1806,0.999107,0.000893,669.999107,7.00E-06,0.999102
1807,0.999114,0.000886,669.999114,7.00E-06,0.999109
1808,0.999121,0.000879,669.99912,7.00E-06,0.999116
1809,0.999127,0.000873,669.999127,7.00E-06,0.999123
1810,0.999134,0.000866,669.999133,7.00E-06,0.99913
1811,0.99914,0.00086,669.99914,6.00E-06,0.999136
1812,0.999147,0.000853,669.999146,6.00E-06,0.999142
1813,0.999153,0.000847,669.999153,6.00E-06,0.999148
1814,0.999159,0.000841,669.999159,6.00E-06,0.999154
1815,0.999166,0.000834,669.999165,6.00E-06,0.99916
1816,0.999172,0.000828,669.999171,6.00E-06,0.999166
1817,0.999178,0.000822,669.999178,6.00E-06,0.999172
1818,0.999184,0.000816,669.999184,6.00E-06,0.999178
1819,0.99919,0.00081,669.99919,6.00E-06,0.999184
1820,0.999196,0.000804,669.999196,6.00E-06,0.99919
1821,0.999202,0.000798,669.999202,6.00E-06,0.999196
1822,0.999208,0.000792,669.999208,6.00E-06,0.999202
1823,0.999214,0.000786,669.999214,6.00E-06,0.999208
1824,0.99922,0.00078,669.99922,6.00E-06,0.999214
1825,0.999226,0.000774,669.999225,6.00E-06,0.99922
1826,0.999231,0.000769,669.999231,6.00E-06,0.999226
1827,0.999237,0.000763,669.999237,6.00E-06,0.999232
1828,0.999243,0.000757,669.999243,6.00E-06,0.999238
1829,0.999249,0.000751,669.999248,6.00E-06,0.999244
1830,0.999254,0.000746,669.999254,6.00E-06,0.99925
1831,0.99926,0.00074,669.999259,6.00E-06,0.999256
1832,0.999265,0.000735,669.999265,6.00E-06,0.999262
1833,0.999271,0.000729,669.99927,5.00E-06,0.999267
1834,0.999276,0.000724,669.999276,5.00E-06,0.999272
1835,0.999282,0.000718,669.999281,5.00E-06,0.999277
1836,0.999287,0.000713,669.999287,5.00E-06,0.999282
1837,0.999292,0.000708,669.999292,5.00E-06,0.999287
1838,0.999298,0.000702,669.999297,5.00E-06,0.999292
1839,0.999303,0.000697,669.999303,5.00E-06,0.999297
1840,0.999308,0.000692,669.999308,5.00E-06,0.999302
1841,0.999313,0.000687,669.999313,5.00E-06,0.999307
1842,0.999318,0.000682,669.999318,5.00E-06,0.999312
1843,0.999323,0.000677,669.999323,5.00E-06,0.999317
1844,0.999328,0.000672,669.999328,5.00E-06,0.999322
1845,0.999333,0.000667,669.999333,5.00E-06,0.999327
1846,0.999338,0.000662,669.999338,5.00E-06,0.999332
1847,0.999343,0.000657,669.999343,5.00E-06,0.999337
1848,0.999348,0.000652,669.999348,5.00E-06,0.999342
1849,0.999353,0.000647,669.999353,5.00E-06,0.999347
1850,0.999358,0.000642,669.999358,5.00E-06,0.999352
1851,0.999363,0.000637,669.999362,5.00E-06,0.999357
1852,0.999367,0.000633,669.999367,5.00E-06,0.999362
1853,0.999372,0.000628,669.999372,5.00E-06,0.999367
1854,0.999377,0.000623,669.999377,5.00E-06,0.999372
1855,0.999382,0.000618,669.999381,5.00E-06,0.999377
1856,0.999386,0.000614,669.999386,5.00E-06,0.999382
1857,0.999391,0.000609,669.999391,5.00E-06,0.999387
1858,0.999395,0.000605,669.999395,5.00E-06,0.999392
1859,0.9994,0.0006,669.9994,5.00E-06,0.999397
1860,0.999404,0.000596,669.999404,4.00E-06,0.999401
1861,0.999409,0.000591,669.999409,4.00E-06,0.999405
1862,0.999413,0.000587,669.999413,4.00E-06,0.999409
1863,0.999417,0.000583,669.999417,4.00E-06,0.999413
1864,0.999422,0.000578,669.999422,4.00E-06,0.999417
1865,0.999426,0.000574,669.999426,4.00E-06,0.999421
1866,0.99943,0.00057,669.99943,4.00E-06,0.999425
1867,0.999435,0.000565,669.999435,4.00E-06,0.999429
1868,0.999439,0.000561,669.999439,4.00E-06,0.999433
1869,0.999443,0.000557,669.999443,4.00E-06,0.999437
1870,0.999447,0.000553,669.999447,4.00E-06,0.999441
1871,0.999451,0.000549,669.999451,4.00E-06,0.999445
1872,0.999455,0.000545,669.999455,4.00E-06,0.999449
1873,0.999459,0.000541,669.999459,4.00E-06,0.999453
1874,0.999464,0.000536,669.999463,4.00E-06,0.999457
1875,0.999468,0.000532,669.999467,4.00E-06,0.999461
